author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,ranking,helpful_votes,total_review,visibility_status
Warner,/gp/profile/amzn1.account.AGTALFRNSI6CHMLN6YZ3TTEGTQQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 2, 2019",0,,https://www.amazon.com/SplashEZ-Sprinkler-Splash-Wading-Learning/product-reviews/B07MNMT3M7/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,5.0 out of 5 stars,"Didn’t expect much for $20, but this has exceeded my expectations. I’ve used it 7 or 8 times so far and it’s been great. Set up is easy and it’s pretty durable, had it on some rocks and held up fine.  I would recommend this",Just buy it,Verified Purchase,146 people found this helpful,14849,635,104,Public
Marina,/gp/profile/amzn1.account.AGL5FGAVG4DGZLYD4PVV7ST5AAVQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 24, 2019",0,,https://www.amazon.com/SplashEZ-Sprinkler-Splash-Wading-Learning/product-reviews/B07MNMT3M7/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,4.0 out of 5 stars,"I bought this spash pool for my 4 year old granddaughter. I had it sent directly to her home in Kentucky as I live in Arizona. My girl was so excited when they opened the box, but when my daughter took it out of the box and hooked it up, water shot out of the side of the pool. The seam is not sealed. I am not a happy camper as this was the only gift I sent...  The kid is bummed.... Update! They were wonderful about sending a working pool but didn't have the exact same one in stock. The pool they sent works fine, other than the coupler which doesn't work on any of them, it had to be hooked directly to the pool itself. Then a few days ago, my daughter told me they received another of the ABC pool I had originally ordered. They haven't hooked it up yet, but the second one they sent is working fine. The kid is thrilled!",Manufacturer Defect (replaced x 2!),Verified Purchase,128 people found this helpful,581776,136,15,Public
Kat D.,/gp/profile/amzn1.account.AGYHZOGWZYY4U4H3DYZG73C6DOTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 20, 2019",1,,https://www.amazon.com/SplashEZ-Sprinkler-Splash-Wading-Learning/product-reviews/B07MNMT3M7/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,5.0 out of 5 stars,"Perfect for a warm day in the backyard.  Once the outer tube is full, you can turn the water way down and it still makes a great sprinkler to run through.",Exactly as expected,Verified PurchaseEarly Reviewer Rewards(What's this?),113 people found this helpful,1450897,119,17,Public
BoyMom,/gp/profile/amzn1.account.AH6MWO47TVIELFVLIWMOAJI54ZYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 12, 2019",4,,https://www.amazon.com/SplashEZ-Sprinkler-Splash-Wading-Learning/product-reviews/B07MNMT3M7/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,5.0 out of 5 stars,"I bought this for my 14 month old after seeing everyone buying one. He likes the kiddy pool but never wanted to sit in it. Today he was sitting in this splash pad, laughing, and sliding down his slide onto it. Durable but I can see why the nozzle may bust off. Its in an awkward place and only time will tell with that. Happy Baby Happy Mom!",Baby Loves this!,Verified Purchase,105 people found this helpful,7147,435,800,Public
IvoryDoom,/gp/profile/amzn1.account.AEDYJEO6TA2OVPKPOTGD3L3C3GZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 17, 2019",2,,https://www.amazon.com/SplashEZ-Sprinkler-Splash-Wading-Learning/product-reviews/B07MNMT3M7/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,5.0 out of 5 stars,This thing is actually pretty cool.  My kid had a ton of fun using it and I actually liked it also.  It's a little bit of a pain to drain but it's fun to use.  Luckily my dog is terrified of it so I think we will get some use out of it for the summer.  I would definitely put it away after use if you want it to last but other than that cool water toy.  Makes a pretty decent pool of water in the bottom also.  Wouldnt leave a baby alone with it but my 5 year old was totally fine.  Sprayed her in the eyes a lot when we had it up high but I liked that I could get it spraying really high for myself. LOL.  She begged to use it again after I put it up.  She loves it.,Pretty Cool Product,Verified Purchase,59 people found this helpful,14491,573,191,Public
Mria,/gp/profile/amzn1.account.AGN4DDHPMTU6XJMVJWCW2ENVGB4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 15, 2019",0,,https://www.amazon.com/SplashEZ-Sprinkler-Splash-Wading-Learning/product-reviews/B07MNMT3M7/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,1.0 out of 5 stars,Does not last broke within a week,Doesn’t last,Verified Purchase,67 people found this helpful,1020579,75,19,Public
Amazon Customer,/gp/profile/amzn1.account.AGJE4ZS7FSYQYZF72V64KNFYTZOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 29, 2019",0,,https://www.amazon.com/SplashEZ-Sprinkler-Splash-Wading-Learning/product-reviews/B07MNMT3M7/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,1.0 out of 5 stars,"I used this product once at my daughter's birthday party and the normal hose water is way too cold for little kids to play in, even on a hot day. They didn't like it at all. This would only be good for a person who has hot/cold water faucet outside to hook the hose up to so that the water temperature could be adjusted. I let the splash pad dry out for over 24 hours and then stored it for about 5 days when we used it again on a day that was over 100 degrees. Same thing, the water was cold and the kids didn't like it, even in that much heat. The real problem was that black mold had built up inside and it was shooting out of the holes as the water pushed it through. Black chunks were floating in the water in the splash pad and getting on the kids' skin, too. There isn't a good way to dry the pad out, since the water is always accumulating in some place around the outer ring. I really wanted to return this item, but once I had returned home from the trip we were on where we took the pad with us, over 1 month had already passed. It has really been a waste of money for me.",Mold accumulates inside,Verified Purchase,55 people found this helpful,918412,58,14,Public
Elena H.,/gp/profile/amzn1.account.AG7NG2BFYWUQMNMERSYTAF6Z36FQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 3, 2019",1,,https://www.amazon.com/SplashEZ-Sprinkler-Splash-Wading-Learning/product-reviews/B07MNMT3M7/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,3.0 out of 5 stars,"EDITED:I changed my review from 1 stars to 3. The only reason is customer service. After the pol broke, the refunded my money right away (even without me sending it back) and sent me a replacement pool. I haven’t had a chance to use it yet. I might be changing the rating to a higher one later if it works well! Excited to use it in hot summer months.ORIGINAL REVIEW:The spout where the hose connects was leaking from day 1 but I was willing to overlook that because kids likes it. But the seam on the bottom ripped open only after 3 uses. Not usable any more. I will not be buying it any more.",Was replaced after breaking,Verified Purchase,44 people found this helpful,173843,166,124,Public
Kitty,/gp/profile/amzn1.account.AEDMSWIGXCPFSHRFPOV7VXRNBPTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 6, 2020",1,,https://www.amazon.com/SplashEZ-Sprinkler-Splash-Wading-Learning/product-reviews/B07MNMT3M7/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,5.0 out of 5 stars,"I read all these reviews talking about how the product rips so easily, and was worried it would happen to me too.We've used the product once, since purchased. So this review is based on this use. I will add on to the review, if the status of the product changes.The product came neatly packed. There was no vinyl repair kit with it, so I assume if something happens, it cannot be repaired. We connected the splash pad to our coil hose, which made the pad to continuously try to twist. Once filled with water, the pad settled. I also put the hose in a place that would hold it without twisting much, so it wouldn't affect the splash pad.It took forever and a day to fill. We connected the hose to the kitchen sink. We do not have an outside water faucet. The water pressure *seemed appropriate*. In goes the water. When it finally filled, there wasnt enough water pressure to make the splash pad sprinklers higher than a couple of inches tall. But that was perfect. My child doesnt like shower like things, so the sprinklers here were fantastically adequate. The bottom of the pad filled with water, enough for some rubber duckies to float around, and get some cups to play and stuff. My child enjoyed this splash pad very much.We had it set on grass. I would say that is the perfect place for it. Concrete might be too hard.To empty it, it was hard to disconnect the valve from the hose, but it finally came off. It took a few minutes to drain it fully.  We hung the pad on a tall, sunny place.2 days later, there was still water in it, dripping from the valve. I dont know how to fully drain it, and I hope it doesnt cause any mold issues, but I will find out soon.Overall, my child enjoyed the time spent in this splash pad, and it was easy to use. I'd say to watch for that water pressure.Update: we have used this a few more times. I have it connected to the sink still, so the water pressure is low, but it has been a nice product. My child enjoys the time in the water, and that is a win. If it breaks after this, I wouldn't make it a negative, because it has been used a few times and it has taken a lot of jumping and walking on it (not on the outer ring, we try and stay off of that). I think it is a great item.",Enjoyable product,Verified Purchase,6 people found this helpful,350233,85,95,Public
Tiffany Byro,/gp/profile/amzn1.account.AFBPKE4TVTGAG7POKDKICOC7GG5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 24, 2019",0,,https://www.amazon.com/SplashEZ-Sprinkler-Splash-Wading-Learning/product-reviews/B07MNMT3M7/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,1.0 out of 5 stars,"We were so excited to try this but ended up disappointed. We used this twice, ten minutes into the second time and the bottom blew out. Wasn’t worth the money.",Disappointed,Verified Purchase,45 people found this helpful,392831,54,52,Public
