page_url,ranking,helpful_votes,total_review,visibility_status
https://www.amazon.com/profilewidget/bio/amzn1.account.AEAA22QSRITESCES3PBUFICACVVA/?view=visitor,254032,521,14,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AFCXNZMADAPAVRAKNQ5ATIYHA3KA/?view=visitor,297542,436,72,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AH2XQHZJUZAU4PASJKFY5RXRKEEQ/?view=visitor,113519,474,21,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AFLTOR76CIKXLRFYEVYXSTPZRF5Q/?view=visitor,238086,282,38,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AHUAIISYQ6F5ZJCD3NTV2RZTRTHQ/?view=visitor,83516,225,102,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AFMRWBZLVZVVCOS5S6NO7PNTYYDA/?view=visitor,406149,183,14,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AGLKXHSBETXCAPRDRZLJTDDEVRBQ/?view=visitor,617,2897,2521,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AEFJUKWS5G5TNLBCJ2SGA7ATJJPQ/?view=visitor,236647,194,22,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AGKUTQ5HV3XTUUXSR5AETTKX3F3Q/?view=visitor,213769,96,30,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AHZ3QYTPSX7MDCN4J6GLSUTJKVHA/?view=visitor,1039206,120,20,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AFLPMNA2RRQJVJAEUK5FOUFNCQHQ/?view=visitor,200358,117,44,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AGGGN74KDBLOLPTC63JJXSM7YZYA/?view=visitor,20310,360,172,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AE7AYQIKNAWNG4X4VIESOE2ZKPVQ/?view=visitor,951144,24,58,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AGWHZAGY3ZOVYN6GCPTPDPVVKV5Q/?view=visitor,28377,402,227,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AFGH7I655WNQN6CH7JGFRLVTXSPA/?view=visitor,658613,190,37,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AFVSQENJYHY3MRVIAXXEQGMS7PVQ/?view=visitor,5527949,10,10,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AEW6UHN5XSGFDXGIHTKZBC4FZLMA/?view=visitor,17289629,10,1,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AHI6BFJGC6MS3LGTH77ZFMIGVGGQ/?view=visitor,1971439,85,69,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AGKQBMMBMUMQRT6VROM24FA4FS5A/?view=visitor,83790484,54,108,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AGW2IRGDKP2NDFEQDGDBA7DOE2CA/?view=visitor,3537140,560,52,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AGLCV56URUGJT7OHFO6UOJXEU4UA/?view=visitor,276203,197,65,Public
