author,ids,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful
Mary Burns,amzn1.account.AH7CRJ66THYCFP2VBKR7PTNATORQ/,"Reviewed in the United States on February 28, 2021",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,5.0 out of 5 stars,These a priced really well - a great value for money. They also have minimal packaging. Easy to store and easy to use. They are also easy to install- they just slide into the slot. We just got a new Trane high-efficiency unit and these filters last 6 months.  I’m very happy to have found these on Amazon.,Good value,Style: 210 CLEAN AIRSize: Value Pack (2)Verified Purchase,
GandYMac,amzn1.account.AH5WRQ377SZEH4BFL376ITSBJBHA/,"Reviewed in the United States on December 28, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,5.0 out of 5 stars,"I need these for our newer furnace.  I started ordering from Amazon a couple of years ago, mostly for the convenience.  They cost the same if I get them from my Furnace installer, but I have to go pick them up on the other side of town.  Amazon provides exactly what I need, delivered to my door.I'll continue ordering these from Amazon.","Must have item for my furnace, and delivered to my door.",Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
Gail W. Kelsey,amzn1.account.AFIFDFXAATV7PV3JU7Q6SQYLRHWQ/,"Reviewed in the United States on October 1, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,4.0 out of 5 stars,"One end of the delivery packaging was crushed.  The damage to the filter was slight and to the frame or housing of the filter.  I was able to straighten and trim it and still install it and the damage will not affect performance;  but if the end of the carton had been crushed even a little more, I would not have been able to remediate it enough to use it.",Still usable despite damage to framework,Style: 210 CLEAN AIRSize: Value Pack (2)Verified Purchase,
Luke,amzn1.account.AEC5JXUQYUMQ2XDBWDI7ZRVDVW3A/,"Reviewed in the United States on April 30, 2021",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,3.0 out of 5 stars,The filter is fina and is what I ordered and expected. What I did not expect was for the box that contains the filter to be completely ripped and wide open on one end. I use this filter because of the clean air it can help provide. I don't think it will be able to do that when one end of the filter is hanging out and being dragged across every dirty surface possible.,Good filter but the shipping and packing is not.,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,
B. Roscoe,amzn1.account.AHLJKRQQ4M3IB2AN7SWZHJLAKOWQ/,"Reviewed in the United States on January 31, 2021",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,5.0 out of 5 stars,"These filters work great, as expected. They are easy to install.The best feature is the ability to place a subscription for autorenewal via Amazon. Order new filters to arrival at specified intervals, then forgetting to change them out becomes a thing of the past. Simply install each new filter upon its arrival!",Perfect To Use With Auto Delivery!,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,
Russell H.,amzn1.account.AGZAGYDOZLEMLPJWX5VCTZAF4K3A/,"Reviewed in the United States on July 9, 2019",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,5.0 out of 5 stars,"Upgraded central air conditioning in my attic in the southern USA adding a central filtering setup to replace individual filters in all the air returns.PRO:  Fewer filters to change.  Change the filter less often.  Good filters.  Less impedance to air flow than before (for longer equipment life).  Do not need to climb a ladder to chang the filter.CON:  Attic is hot in the summer and cold in the winter making it an unwelcome task then.RECOMMENDATION:  I am quite pleased with this purchase.  It does the job well.  As I do, try to change filters in the spring or fall to avoid temperature extremes.  Filter changing was a bit clumsy the first time until I figured out how to best align the filter to slide into the frame in the dictwork.  Second time was much easier.",I like this product a lot.,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,
D. Vanco,amzn1.account.AHTDH6O4B5TKVJOMGTHEQVOXMREQ/,"Reviewed in the United States on January 11, 2021",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,5.0 out of 5 stars,"They cost at least double what they should, but then that's why the filter units themselves are so inexpensive - because the consumables are not.  Just like modern-day printers.Fitment was good, the unit sealed as I expected. So far the filtering seems to be ""as advertised"".","Criminally priced, but they perform as required.",Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,
Smart Shopper,amzn1.account.AEAV3XFW3MDE2WQAOSV3JJW3MWGA/,"Reviewed in the United States on March 14, 2021",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,5.0 out of 5 stars,Our A/C company wanted to charge us a price that was outrageous for this filter. So I went on Amazon and found a set of 2 for way less than the company  was going to charge for 1. It only gets replaced once a year so I was relieved to find a replacement at a reasonable price.,Very easy to install,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
Neuroman,amzn1.account.AEZFFRIEY3GQQAWBWCVPWJQPEF4Q/,"Reviewed in the United States on August 9, 2016",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,5.0 out of 5 stars,"I use these filters in the retrofit upgrade kit I installed in my Aprilaire 2200 two years ago.  I have moderate allergies and these filters made a noticible improvement over the orginal filter.  Yes, they are more expensive, but they are much easier to install, and I've only had to replace once per year.  I live in the NorthEast and only run the air handler during the cooling season - I'd probably replace twice a year for year-round use.  Overall, I'm very pleased.","Better filtering, longer lasting, easier to install",Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,5 people found this helpful
DWM26,amzn1.account.AHCWAYCMJ4UVEG3C62SD2EJEH7WA/,"Reviewed in the United States on January 9, 2018",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,5.0 out of 5 stars,"Product works fine. Our unit has the filter on the bottom that lays flat instead of upright so I have not experienced the glue issue some have had. The first time I ordered them I had to order the adapter kit. Since shipping is free with Prime the cost was less that other places. The filters are designed for changing once a year I believe, however we live in a dusty area so I change it every 4-5 months. I've used them for several years not and am pleased with how they perform.",Work Great! No problems.,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,2 people found this helpful
Ronald C. Jordan,amzn1.account.AGZ7O4PJ5UV4NPAV33QJCGQKQZHQ/,"Reviewed in the United States on January 11, 2021",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,5.0 out of 5 stars,"This is the air filter that was recommended for my attic blower unit for my air conditioning system.  My system was installed about three years ago.  These are high quality filters and usually last a full year.  They seem expensive until you consider that they are 4"" thick and very effective in stopping dust and other pollutants.",Great Quality Aprilaire Air Filter for Central Air Conditioning,Style: 210 CLEAN AIRSize: Value Pack (2)Verified Purchase,
R. Harron,amzn1.account.AFOYNUIQ33O2SAR2LMQS3EQJCZJQ/,"Reviewed in the United States on January 23, 2015",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,5.0 out of 5 stars,"I have two of these filters in my house (two AC units - one upstairs and one downstairs).  I change them once a year and they do a very good job of filtering dust.  This year I re-tiled my hallway and kitchen and the breaking up of the old tile made tons of dust.  When I changed the filters, I found they'd captured all the tile dust and let none through to the AC evaporator coil or duct plenum.  I was impressed with their filtering capability and the fact that they weren't totally clogged from the construction.  I'd certainly recommend them to anybody wanting to cut dust down in their home.",Quality Filter That Cut Construction Dust,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,6 people found this helpful
mo jo,amzn1.account.AHDMWCFVXV4GRV7XDMN265JN7OLQ/,"Reviewed in the United States on March 23, 2021",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,5.0 out of 5 stars,"Had to replace my heater blower unit a few years back and opted for the Aprilaire filtering system, glad I did. Once a year filter changes in the attic are easy. My house has never had much dust and the Aprilaire unit pulling air from the attic has maintained that.",Aprilaire is the way to go.,Style: 210 CLEAN AIRSize: Value Pack (2)Verified Purchase,
Suzanne Price,amzn1.account.AHPHKTUZO4K4ECMLU6M7EKUL5Q4Q/,"Reviewed in the United States on January 25, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,5.0 out of 5 stars,"Original in-opened packaging from Aprilaire. The good thing about these filters is that they work great and last a long time. The bad thing is that they can be hard to find and a little pricy. Amazon has solved both those problems. Mine usually last about 9 months or so before they get noticeably dirty. Good deal, 2 day delivery, so easy, thank you!","Genuine replacement, exact fit",Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
Customer,amzn1.account.AG2BTADSTMRYFV5RGLTGHMWWMO7A/,"Reviewed in the United States on April 4, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,2.0 out of 5 stars,Nice...but the keep raising the PRICE! Massive price increase over last year!,Nice...but the keep raising the PRICE!,Style: 213 HEALTHY HOMESize: Super Value Pack (4)Verified Purchase,2 people found this helpful
TFaC,amzn1.account.AGX3DRSO5ZU2KDLB2WCVPUTPOJJA/,"Reviewed in the United States on April 25, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,5.0 out of 5 stars,"This is what my system calls for. Been using these for 10 years no issues. I was changing filters every 3 months, but my service tech told me these are good for a year. I see some fancier versions out there now, for a lot more $$, but I'll just stick to these, they have proven to me how good they work...the basic version!",It works fine,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,
Debra Christine Hookham,amzn1.account.AE2F6QTIRCDXKVTA2KN6LNOF7P6Q/,"Reviewed in the United States on July 10, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,5.0 out of 5 stars,"Works great at a great price.A little over a year ago, we purchased a new AC/heating system. As part of this installation, we now need these new larger accordion style filters. When the installation team showed us the new filter, they told us we would need to replace the filter every quarter. I then asked what the price is and where I could purchase these filters and was told I could purchase them directly from the installer at a rate of around $60. Initially I didn't think much of it... I mean, we just spent a ton of money on a new AC/heating system, so what's $60 at this point. I luckily decided to hold off on purchasing any extra filters at that time!",Great price,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
AJT,amzn1.account.AG2GNGK26DJF2RJHKXJV5E73UNQA/,"Reviewed in the United States on July 20, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,1.0 out of 5 stars,"Since placing this replacement filter in our system. The discharged air smelled like a dead animal. The box for 213 is usually green writing. My $78 for two came in with orange on the box. Called my HVAC and he used the filter with the green writing and odor is gone. Of course no refund out of the return date, but Amazon your misleading when you show a certain description and send the customer something different, same #213 but that odor was gaging all who visited.",Bad Odor!!,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,One person found this helpful
Dee,amzn1.account.AH65LRPDRQ2OZJN5NUPZ3QQK2NTA/,"Reviewed in the United States on June 3, 2021",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,5.0 out of 5 stars,"Great fit, no complaints at this time. It came in packaged well, I was a little nervous after reading a few comments but it came in perfectly packaged.Now does it filter as stated, I don't know we just placed it in so I will see.",Great fit,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
J.Westrbook,amzn1.account.AGNWSNFSLQL2GJR3JI5QTU6PY5HQ/,"Reviewed in the United States on August 6, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,5.0 out of 5 stars,"Shipped quickly, easy to install and competitive pricing. In past I purchased a discount brand that required a more involved installation and I prefer these with built-in sliders. So happy I choose this filter type for home as they’re known to keep air clean and require less frequent changes.",On time delivery and EZ instal,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
Kindle Customer,amzn1.account.AF6DDKZVZK3FGI6P5IIJOGADX3WA/,"Reviewed in the United States on December 28, 2019",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,5.0 out of 5 stars,"This is the air filter that fits the new furnace that my Landlords installed; very happy to have higher efficiency and lower heating bill but BOY, this filter is about 3 times as expensive as the old flat filters!  Yikes!  But I will keep buying them because that's what it takes.  They are easy to install, thanks to the clear instructions on the box.",As Advertised,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,
Geoff R.,amzn1.account.AFZE6W47GFBJJBXFSBKNMNRHAUPQ/,"Reviewed in the United States on November 2, 2018",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,5.0 out of 5 stars,"I have been using filters over the years and have tried a few 3rd party versions and have not been happy. These do a great job of catching things in the air as they do turn from bright white to a gray. They still allow a good bit of air to flow through over time, and fit very well and are easy to replace. I plan to stick with Aprilaire products going forward.",A perfect OEM fit,Style: 213 HEALTHY HOMESize: Pro Pack (8)Verified Purchase,One person found this helpful
daniel of the green isle,amzn1.account.AG6D2PLYI2O5PEG5AKMC3WUUTNLA/,"Reviewed in the United States on June 22, 2019",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,5.0 out of 5 stars,"Having a kitchen that is more like a mess hall, dogs, kids, etc the air quality in my house is alway under attack, and my nose knows all!!!Replaced the typical HEPA filter with this Oder Reduction filter and the results are AMAZING!!!Now the house smells, like..... NOTHING!!! CLEAN, smell free awesomeness!!!Price is a little higher, but so worth the extra to have a clean smelling house!","Clean air, no smell, AWESOME!",Style: 213 HEALTHY HOME + ODOR REDUCTIONSize: Value Pack (2)Verified Purchase,
snert,amzn1.account.AG3BVNY7CUU4ISXQQY44YUI4BEYA/,"Reviewed in the United States on August 1, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,5.0 out of 5 stars,These are merv 13 and they help with my asthma. I live in a very dusty sandy area and these really help. You have to buy the upgrade kit if you are going to use these but it is well worth it if you value your breathing. I only have to change these every 6 months and it is a good value.,Good for your health,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
Janice Walker,amzn1.account.AG7J7YGPBS7LB37BYDQYO6PFVDLA/,"Reviewed in the United States on January 15, 2019",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,5.0 out of 5 stars,This is the first time I've purchased the filters here......the price is great considering the high cost of these filters elsewhere.  The only drawback is that when you use the first filter you now need to store the second filter in the box which contained both as they are not individually packaged. Not a total deal-breaker...........,Best Price & Quick Ship,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,One person found this helpful
RICHARD CORTINAS,amzn1.account.AHX57GBEBMF5A7KKCZH7YO7ZHYWQ/,"Reviewed in the United States on June 11, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,1.0 out of 5 stars,my window to return this product has expired 10 days ago the advertisement of this product is wrong it shows 4 x 20 x 25 inches which is exactly what i needed i opened the box last week and its 5 x 20 x 26 1/2  inches way to BIG for what i need i always like to keep an extra filter on hand now i have no use for it i thought for sure the filter was the correct size as advertised i am requesting some sort of refund or exchange for the correct size i ordered your window of return is only 30 days for this filter made of paper it makes no sense.,limited time to return an air filter made of paper,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,One person found this helpful
richard iii,amzn1.account.AFD7A5NY6R6L2KFFLP76ZZEM2LNA/,"Reviewed in the United States on October 12, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,We're cat sitting for 6 months so I replaced my original lower model filter with this one.  The first one worked fine and after about 6 weeks this one seems to be performing well.  Installation is straightforward - be sure to get the grooves on the filter aligned with the runners on the unit.,Solid replacement product - seems to be working well,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,
SteveJM35,amzn1.account.AHPSTQHSZWF6NC25WMA3NC6OOZZQ/,"Reviewed in the United States on March 1, 2021",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,"I've been ordering these from Amazon since I moved into my new home in 2017.  Going with the brand name is always a good option, and these work perfectly.  Glad to be able to always turn to Amazon when I need something like this.",Best value by far,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
TLC,amzn1.account.AH52QVDWITA6ZFLWQ7KAMNYXM76A/,"Reviewed in the United States on March 6, 2021",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,We just had our HVAC replaced and it was time to change the filter.  Received these replacements quickly.  I like the accordion style filter which takes less space to store. The filters do an excellent job and fit well with my system.,Furnace filter replacements - work great!,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
A Registered Nurse,amzn1.account.AF2EZQKJQAGVXZZXVXBJH6CDKOZQ/,"Reviewed in the United States on December 30, 2019",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,We have been paying an UPCHARGE for years for the HVAC company to sell us this filter when all along we could have been buying them ourselves and handing it to them for their annual inspection and just tell them to pop it in.  We know now!  They arrived and are the exact correct ones and we did save money on them as well.  Win Win.,EXCELLENT PRODUCT-Why Did I wait so long to buy this,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
aditya,amzn1.account.AGQA6JR62GTICYKC7S75BLHK3G5A/,"Reviewed in the United States on March 13, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,4.0 out of 5 stars,"The filters are good, I can't really tell the difference, I mean it's an air filter, there's only so much you can notice. The A/C unit I have only accepts this type of filter.Pros: It seems like a pretty solid filter and does what it says.Cons: EXPENSIVE! ... and doesn't last 6months, probably 3",Great filter but doesn't last as long as it says.,Style: 210 CLEAN AIRSize: Value Pack (2)Verified Purchase,
Paul A D,amzn1.account.AEAWPLGLW4LJ3VGWFVSZ3NQ4LTXQ/,"Reviewed in the United States on April 21, 2017",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,4.0 out of 5 stars,"This is a great filter, I upgraded from the 210 and I did notice the change in the air quality. We have a cat & dog and it has reduced the odor around my home. I also use an air purifier(HEPA) to help out. This is easy to replace/install and much cheaper than what my A/C tech wanted for his replacement.",Works well,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,4 people found this helpful
VQT,amzn1.account.AGN7IFF4VGTSQR2SLIFTF7XLWFVQ/,"Reviewed in the United States on April 21, 2014",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,"It's pricey for sure but for the peace of mind, great filtering abilities to protect my nose & HVAC unit - it's a bargain!Easy to install esp. when our HVAC unit is in a 3.5 feet crawl space!Just open the box, expand the ""accordion"" & insert it into your filter box.Take the old filter & place it into the delivery box & trash.Easy as Sunday Morning.We haven't noticed substantially less dust in the house but for us, the protection of the HVAC part are just as important since it cost a lot to fix an HVAC if it's dust causing breakdowns.Some say to change this once a year but I routinely check my filters every quarter & will replaced when it looks dirty.So that could be 3, 6 or more months.",EASY FIT & FINISH!,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,One person found this helpful
Roland Fritz,amzn1.account.AEHOQ775HDCVCWIWNT3PCPRUXSGA/,"Reviewed in the United States on June 14, 2021",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,I think these 4 inch filters are much better than the 1 inch filter.  More surface area means more filtering.  If the amount of dust is a constant than these filters should last 4X longer.  I change my filter once per year.,Excellent Filter,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,
Bill Barley,amzn1.account.AHTSA73QD3UI7KSGKUYGG6IHZQAA/,"Reviewed in the United States on September 23, 2015",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,"FIlter is almost identical to the one that came with the HVAC system when new. The existing filter had a wire mesh backing I assume to assist in holding the shape of the filter wile in use.  This one does not have tat same level of wire mesh, owever it seems to perform comparatively the same as the old one.  They are a bit pricer than I would prefer, but still performs well.  I could not find this filter at my local big box retailer.",Good replacement filter.,Style: 210 CLEAN AIRSize: Value Pack (2)Verified Purchase,7 people found this helpful
jeannie nodine,amzn1.account.AFRR4AK6D26VXYV6SDBBHDVZZHNQ/,"Reviewed in the United States on August 22, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,Bought a house that requires this type of filter. I had AC unit checked out the month after move in and they replaced the filter. Told me replace it again in a year & I could get it off Amazon. It was almost half less than what they charged me & easy to install.,AC Filter Find,Style: 210 CLEAN AIRSize: Single Pack (1)Verified Purchase,
Amazon Customer,amzn1.account.AGB3YOW3ZHR55M4H2EYHHVTG6PUA/,"Reviewed in the United States on August 18, 2019",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,1.0 out of 5 stars,"I bought a two pack for $69. They arrived in a new box but did not fit.  They were obviously old because the cardboard was faded and they had direction about a pull out tab and they were missing the plastic guides.  I looked back at my order and they were pictured with the plastic guide.  luckily i was able to use the plastic off the old filter but it was not easy to modify, it took me about 1 hour to drill holes and mount the plastic from the old to new.",beware of old stock filters,Style: 210 CLEAN AIRSize: Value Pack (2)Verified Purchase,2 people found this helpful
Amazon Customer,amzn1.account.AEZSLWGAOHMKKZICNN555XZ65LZA/,"Reviewed in the United States on June 30, 2019",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,"I ordered these filters because of the cost savings.  I didn't have any on hand when my A/C was recently serviced and ended up paying way too much.  The Aprilaire 213 filters work well and at this price were a no brainer.  Remember to order these before the HVAC is serviced, have the tech install it for you and save a trip to the infamous ""crawl space"" (if you have one).",Arrived on time,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
Heather Jackson,amzn1.account.AHUBW26NMS6IEB55ZABIX7LNQXCA/,"Reviewed in the United States on March 27, 2021",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,3.0 out of 5 stars,Product was standard and no issue.  Works like a charm!  The packaging was terrible.  Ordering this product online and having it shipped did not save me any time because I had to send it back due to damage.Better to buy this at a hardware store.,Shipping was terrible,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,
Jordan,amzn1.account.AEHNSMZHK4W66AGGXDDKGAV6XMGA/,"Reviewed in the United States on June 13, 2016",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,4.0 out of 5 stars,We've been buying the 213 for years. We have to change every two to three months. We don't live on a dirt road or have children running in and out. Unsure why the dust bunnies love us so much. Yet I don't think the filter has anything to do with this. Just every two months it needs to be changed and we make it stretch to three months because these filters are so expensive. Any reason why they are so pricy? Any one else have to change as often?,Dust bunny house?,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,3 people found this helpful
Carol and David Melvin,amzn1.account.AHPHBJTEB3EANCBBSNITUITV55IQ/,"Reviewed in the United States on November 16, 2019",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,BE CAREFUL with aftermarket brands implying they are real APRILAIRE! These are real and OEM. Upgraded my Aprilaire 2200 units years ago and super happy with these (requires a one time upgrade kit),OEM filter media,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,One person found this helpful
