helpful_votes,page_url,total_review,visibility_status
197,amzn1.account.AEK3YR4NR7DHT6CUV7SL4TVU2YOA,32,Public
98,amzn1.account.AG5K5VFDSYSH3X7D7F7Z5CPWDLYQ,2,Public
426,amzn1.account.AEXNMP3JQC4WNESMBAAOUZ3RV2RQ,22,Public
237,amzn1.account.AHQEFSI2PJZ4JC25PWLIBLLNTZBQ,116,Public
137,amzn1.account.AGVKMVWYTWQEWYGAPDYPIXGVWOOA,58,Public
197,amzn1.account.AEK3YR4NR7DHT6CUV7SL4TVU2YOA,32,Public
132,amzn1.account.AHQJEE652BJCE2LRPNSDNVCYTH5Q,67,Public
25,amzn1.account.AEP2CQWBWEF63Z3BDUOFJBVCFINA,37,Public
148,amzn1.account.AGCQKH3A7OHISLZMSPAQI7S5DZMQ,80,Public
39,amzn1.account.AGSAHD2HQWWGCXU6T4DHGVP77PXA,14,Public
14,amzn1.account.AEZ3TB7TQKNWIOLLXGF25PLQDF4Q,26,Public
95,amzn1.account.AERWR73CNVUDY2C353TQ3BGBLTUQ,47,Public
64,amzn1.account.AGVJKR3PCEBXHARTDVZHDQGPJPOQ,66,Public
81,amzn1.account.AHD74TTGYZGMDP36PI5B5QBO67LQ,13,Public
10,amzn1.account.AFTXDPDRIKYWSYP34BEQ7T5GYFIQ,11,Public
25,amzn1.account.AF36MBXNIFZ3WJH3YX6UO3D53SVA,16,Public
98,amzn1.account.AG5K5VFDSYSH3X7D7F7Z5CPWDLYQ,2,Public
426,amzn1.account.AEXNMP3JQC4WNESMBAAOUZ3RV2RQ,22,Public
237,amzn1.account.AHQEFSI2PJZ4JC25PWLIBLLNTZBQ,116,Public
137,amzn1.account.AGVKMVWYTWQEWYGAPDYPIXGVWOOA,58,Public
95,amzn1.account.AERWR73CNVUDY2C353TQ3BGBLTUQ,47,Public
100,amzn1.account.AHQZAFL6Q3HSXD2U4A5QHCPNSXSA,104,Public
37,amzn1.account.AGTZHU4RS6JJJYUFR3KBIRMWT2MQ,43,Public
43,amzn1.account.AHHQHQF6CPVGMQX3OW6HT2365HZA,42,Public
24,amzn1.account.AFDEPPQCML5NMRFFJJZ2YLTRMQFQ,27,Public
70,amzn1.account.AGY6FF2YWKSZGSQFKPQVTOMZ2FOA,110,Public
233,amzn1.account.AGIXAI3F5VAKXNCUWMVRR4Z2S2VQ,34,Public
156,amzn1.account.AEHVUZ7MG2XUEUGNRBOE3AV7DIDQ,57,Public
5,amzn1.account.AGL2EM7N5GB3D64G6ITVPBEPRGPQ,14,Public
4,amzn1.account.AGLJX2KCSDTAM6AGEZFO22ZVESHA,11,Public
19,amzn1.account.AHXCAR6YYG64G4AWJL42QKCZBWWQ,28,Public
28,amzn1.account.AFFHUDZLJ7WZBEL3AMHJGKLNYB2A,31,Public
3,amzn1.account.AEAJBOEY6Q4K5E64JMLD3VV2TDUQ,25,Public
98,amzn1.account.AHMRIWPAQ7OZQ4NIQ6TMQDMNZORQ,70,Public
180,amzn1.account.AE7GABTLAFH52GWAZAJKYYTOSYBQ,57,Public
22,amzn1.account.AG4GUFUOH5WGNDNI3G6WONNCCIPA,32,Public
146,amzn1.account.AFLQVQPXCKUW7EOE2AW4LZREIJSA,37,Public
16,amzn1.account.AGQCQ73IMVF3LV3L7PC4I7MKBLTA,37,Public
12,amzn1.account.AETDSAC6IJSNIH6BYQEMU3N47LBA,26,Public
34,amzn1.account.AEQ34DVV2TLH24GMYRDD4UZTXS7A,130,Public
83,amzn1.account.AHZ44MJ7TKUTD2E7C36ZPAXU3L2A,42,Public
3,amzn1.account.AGOWLDPKGRO7WVH5E46HTWFYRZYA,11,Public
0,amzn1.account.AFWQVRKGAPY2AZ3PZRSYADUN3ELQ,2,Public
3,amzn1.account.AEAWBZWIMTX5H2GVPY2F4EVDJ2OQ,16,Public
9,amzn1.account.AEGI3GJHDLUYA5TUJBIEBVLQKFHA,81,Public
37,amzn1.account.AEJBNVKOXPVSESMYLSOJC5BTDGHA,27,Public
32,amzn1.account.AHGLSYDLB3NTXF7L44L3YJ3MP2WA,39,Public
326,amzn1.account.AEJSV5Y6RDFWLLMRPHJ4UC3HTDXQ,22,Public
64,amzn1.account.AGVJKR3PCEBXHARTDVZHDQGPJPOQ,66,Public
81,amzn1.account.AHD74TTGYZGMDP36PI5B5QBO67LQ,13,Public
