author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,helpful_votes,total_review,visibility_status,ranking
Amazon Customer,/gp/profile/amzn1.account.AFQHJMYX3NLE2ZDLGVKSP5GMY3OQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 30, 2021",0,,https://www.amazon.com/Toca-Boca-Life-World/product-reviews/B06VYCKVG2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,5.0 out of 5 stars,This game is very fun and it has no ads or lag great job for the people who made this😁👍,Very good game,Verified Purchase,213 people found this helpful,232,13,Public,9733321
yelina,/gp/profile/amzn1.account.AGM3UGCM2GHEYUEPC5XDJ2WDJLNA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 7, 2021",0,,https://www.amazon.com/Toca-Boca-Life-World/product-reviews/B06VYCKVG2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,5.0 out of 5 stars,"Ok so I did not have to pay fo nothing on this thing, some how the other toca Boca apps were free sooo I just got them and well, it got built and boom five stars!",Love it so much,Verified Purchase,6 people found this helpful,12,2,Public,37550930
bacio,/gp/profile/amzn1.account.AEBP4UWZAMKBHWFGEEPQCQ4RUFQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 26, 2021",0,,https://www.amazon.com/Toca-Boca-Life-World/product-reviews/B06VYCKVG2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,5.0 out of 5 stars,"Me and my sister have this game and we love it! I like that it doesn't tell you what to do, it lets you do whatever you want! Can you maybe make this game multiplayer?",A-W-E-S-O-M-E!!!,Verified Purchase,210 people found this helpful,217,4,Public,20430304
Robyn J Ewalt,/gp/profile/amzn1.account.AFTQNC4DDJPGAL6QH4XO2SSGTB3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 7, 2021",0,,https://www.amazon.com/Toca-Boca-Life-World/product-reviews/B06VYCKVG2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,5.0 out of 5 stars,I love it! It so nice for kids! I think you should definitely get it,Definitely,Verified Purchase,7 people found this helpful,16,8,Public,11464023
2west,/gp/profile/amzn1.account.AGAQ2AXN7WEXJJKK5UXHB4MZIOEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 8, 2021",0,,https://www.amazon.com/Toca-Boca-Life-World/product-reviews/B06VYCKVG2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,5.0 out of 5 stars,Best game everBut the new Daycare house you know It only lets me Update the Game When I try to Update it won't Update solo I can't buy it Please get rid of the update,I love the game but some Glitches happen,Verified Purchase,,19,6,Public,82586400
Jamie roshlet,/gp/profile/amzn1.account.AF23QHFVZTY3EYROIK46ISS2V6LA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 6, 2021",0,,https://www.amazon.com/Toca-Boca-Life-World/product-reviews/B06VYCKVG2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,5.0 out of 5 stars,I think this game is really good because it starts you out with a apartment\house  and you can visit many places and take stuff and bring it back to you house! Also there is ALOT of furniture to start out with and you get to make 3 characters. The only downside is that you have to pay real money to get more but overall I really like this game you should get it!!!,Really good!,Verified Purchase,69 people found this helpful,91,3,Public,82883553
Little Magical Adventures,/gp/profile/amzn1.account.AHXAOMZKD7IMYXIL5ZGFO4YORM4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 7, 2021",0,,https://www.amazon.com/Toca-Boca-Life-World/product-reviews/B06VYCKVG2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,5.0 out of 5 stars,There is an update that won't come!,Good game,Verified Purchase,8 people found this helpful,13,3,Public,24188042
Amazon Customer,/gp/profile/amzn1.account.AFA4I5L2UZLJDGZETT5DPX5BNLAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 8, 2021",0,,https://www.amazon.com/Toca-Boca-Life-World/product-reviews/B06VYCKVG2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,5.0 out of 5 stars,I love this game so much 10 out of 10,5 stars,Verified Purchase,,6,1,Public,
APRIL WITTE,/gp/profile/amzn1.account.AFCR4FJULKWJLJ7XBGELDIBXDB7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 8, 2021",0,,https://www.amazon.com/Toca-Boca-Life-World/product-reviews/B06VYCKVG2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,5.0 out of 5 stars,This so helpfil and fun for kids,This game is amazing,Verified Purchase,One person found this helpful,6,1,Public,
Nicole Demauro,/gp/profile/amzn1.account.AEH3B5N6TSVIPAR5PBIUXCKZOQRA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 30, 2021",0,,https://www.amazon.com/Toca-Boca-Life-World/product-reviews/B06VYCKVG2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,5.0 out of 5 stars,Fun and cute game for kids,Fun game,Verified Purchase,134 people found this helpful,151,94,Public,9792548
