badges,page_url,ranking
True,https://www.amazon.com/profilewidget/bio/amzn1.account.AF6DHQGWYOTBPLPWV23C7J5G76MA/?view=visitor,691123
True,https://www.amazon.com/profilewidget/bio/amzn1.account.AEYYJJQVG3UHVM7I2Q6IPJ63RQMA/?view=visitor,446
True,https://www.amazon.com/profilewidget/bio/amzn1.account.AGWLHUCX32Z3MJC2VS2S5NINQOXA/?view=visitor,327425
True,https://www.amazon.com/profilewidget/bio/amzn1.account.AGG47MUFI4N3OJUTY3AHBQ535DCQ/?view=visitor,1479
True,https://www.amazon.com/profilewidget/bio/amzn1.account.AEUUKVTS7N7HKYP5XFNMJLAW263A/?view=visitor,333839
True,https://www.amazon.com/profilewidget/bio/amzn1.account.AFQFS33U276DBOK3FUP5ZELWSN5A/?view=visitor,324368
True,https://www.amazon.com/profilewidget/bio/amzn1.account.AFX53ECKJQXCHAR7LVJCXHLQKWNA/?view=visitor,52400
True,https://www.amazon.com/profilewidget/bio/amzn1.account.AHMJ3VAGAF7KC2TMYMHMWJ42KLGQ/?view=visitor,1240113
True,https://www.amazon.com/profilewidget/bio/amzn1.account.AFP2DNQESTYJYVR3A4CLNDYR6ROA/?view=visitor,6118535
True,https://www.amazon.com/profilewidget/bio/amzn1.account.AHHQOP7YUVDVO2XSX5WKKLAPAT4Q/?view=visitor,781855
True,https://www.amazon.com/profilewidget/bio/amzn1.account.AGMUQD4MYYHMMFAFLEWDHL3SCYFA/?view=visitor,11204
True,https://www.amazon.com/profilewidget/bio/amzn1.account.AHO4ZXNWSC7KNNCWNTQROAA4T5UQ/?view=visitor,11749289
True,https://www.amazon.com/profilewidget/bio/amzn1.account.AFO2ECIXIODDOUIATCUDG2E73UQA/?view=visitor,40827
True,https://www.amazon.com/profilewidget/bio/amzn1.account.AGWRRM4B2OYU7GRFORKNWWG2FAHA/?view=visitor,5341744
True,https://www.amazon.com/profilewidget/bio/amzn1.account.AHEMP4YLY7MA3SGMO23BX3H5HS3A/?view=visitor,173794
True,https://www.amazon.com/profilewidget/bio/amzn1.account.AFIRMZZQOWVPGYIRIOWQ6C4T63IA/?view=visitor,448836
True,https://www.amazon.com/profilewidget/bio/amzn1.account.AHU5OPIFOQ7SOHC7JBY5KLTMBZ3A/?view=visitor,31248
True,https://www.amazon.com/profilewidget/bio/amzn1.account.AHRPMBZWPNPJQUXVAEWVPKADAPHA/?view=visitor,2803654
True,https://www.amazon.com/profilewidget/bio/amzn1.account.AEWMEGAAUQHSXH4CUSJGTJOFJXCQ/?view=visitor,1021
True,https://www.amazon.com/profilewidget/bio/amzn1.account.AFQCQD6SYEC7SQGA3DKUKXYZHBEQ/?view=visitor,25489
True,https://www.amazon.com/profilewidget/bio/amzn1.account.AGEJ5FSTXE7XXZZMJUP5KNM42KOQ/?view=visitor,108735
True,https://www.amazon.com/profilewidget/bio/amzn1.account.AF64337J3KFSKSW6EOA4LVL7GFVQ/?view=visitor,400686
True,https://www.amazon.com/profilewidget/bio/amzn1.account.AEWOHNBFSWCCUCDRL7I4D5RGJOBA/?view=visitor,704310
True,https://www.amazon.com/profilewidget/bio/amzn1.account.AELQYX25ISEPZ4KIGXBRDYBXYGVA/?view=visitor,838079
True,https://www.amazon.com/profilewidget/bio/amzn1.account.AFIVZDDE6MT4NCU6LWY42B6XLSVQ/?view=visitor,2037727
True,https://www.amazon.com/profilewidget/bio/amzn1.account.AFQH2D56UFT6WYGXRWHSOZ3DTSMQ/?view=visitor,53854
True,https://www.amazon.com/profilewidget/bio/amzn1.account.AGCLYP7W25DFCNL3CGDG3M4L67EQ/?view=visitor,335839
True,https://www.amazon.com/profilewidget/bio/amzn1.account.AFL3VMLIOWV75HV26NTDPCRP5JPA/?view=visitor,111591
True,https://www.amazon.com/profilewidget/bio/amzn1.account.AE3DEJCF5IU5WAZDFFZPFX55RNBA/?view=visitor,78473
True,https://www.amazon.com/profilewidget/bio/amzn1.account.AEK2LCQD2RI63RDEYDPXEKADE4BA/?view=visitor,3310035
True,https://www.amazon.com/profilewidget/bio/amzn1.account.AER6AXNTWKBPF3K54U2BZYLRV4WQ/?view=visitor,84475454
True,https://www.amazon.com/profilewidget/bio/amzn1.account.AEMRDUH2RVPDNZKSTCSUP4EK5BNQ/?view=visitor,5385584
True,https://www.amazon.com/profilewidget/bio/amzn1.account.AEG4VPURKBPEKOMSRDLEPOFJ55NQ/?view=visitor,6569088
True,https://www.amazon.com/profilewidget/bio/amzn1.account.AGUIDYKZLKELRUCJ7NFU44UFC72A/?view=visitor,302166
True,https://www.amazon.com/profilewidget/bio/amzn1.account.AENH55U2Y62IHK6COC55WMAWJSUA/?view=visitor,8271425
True,https://www.amazon.com/profilewidget/bio/amzn1.account.AH5HYTR7NL4VR32LISJIFZJXI3XQ/?view=visitor,9218321
True,https://www.amazon.com/profilewidget/bio/amzn1.account.AGERXJCXKVA5CEUSW2PYVIUAYFZQ/?view=visitor,555061
True,https://www.amazon.com/profilewidget/bio/amzn1.account.AEYLK3LBJWBHJJ7FUCZPAAEMNCFA/?view=visitor,1195640
True,https://www.amazon.com/profilewidget/bio/amzn1.account.AGTQ2NJDNNSLF6VYEG2ZV7RUYPFQ/?view=visitor,566091
True,https://www.amazon.com/profilewidget/bio/amzn1.account.AGE575TMUDRVHSKTNH4ECNG6SNLA/?view=visitor,4930295
