author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,helpful_votes,total_review,visibility_status,ranking
Tracy A Hicks,amzn1.account.AFZYGAZIJHFXIIRBJNXPG74PTF3A,"Reviewed in the United States on May 31, 2020",0,,https://www.amazon.com/Tylenol-Strength-Release-Acetaminophen-Reliever/product-reviews/B01HI7WP0U/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1,5.0 out of 5 stars,"Most days, I'm sure I'm going to die due to insane headaches.I've tried homeopathic oils, herbs, even dancing naked in the yard under a full moon-all with no results.  I don't believe in modern medicine, so I haven't ever tried aspirin or  any other sort of pain relief before.I did try to dedicate my first-born to the devotion to Apollo (the God of medicine), but the kid kept being a teenager (ok, I started late on this course of treatment) and must have annoyed him, because well, headaches still here (as is the teenager).I looked on YouTube, and followed the instructions for the following ways to cure a headache (btw-none of them work):1. Massage your head with an electric toothbrush - while this felt nice, it did nothing for my headaches.2. Placing hair clips on your eyebrows - this one was painful, I don't recommend, and the headache was still there, along with pain around my eyebrows now.3. Ghee up your nose - this was just gross.4. Salt Herring & Elderberry leaves - I tried eating the herring, making tea from the leaves-nope, didn't work.So, imagine my surprise when I broke down and tried Tylenol.  30 minutes later-no headache!  It's a miracle!  Where has this stuff been all my life?  So crazy that I've been suffering for 50 years and suddenly I'm cured!I think I'll offer a bottle of this stuff up to Apollo-I'll be he's appreciate the heads up.",Tylenol is a Life Changer!,Verified Purchase,39 people found this helpful,55,22,Public,2002743.0
youngseo Baek,amzn1.account.AGCH7JZAWJD7W7U4NJJD5BLLIBNA,"Reviewed in the United States on September 17, 2019",1,,https://www.amazon.com/Tylenol-Strength-Release-Acetaminophen-Reliever/product-reviews/B01HI7WP0U/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1,1.0 out of 5 stars,r u kidding me?until 02/20?I got 10/19??really ??never buy again.,this is 0star.exp is just 02/20 made in canada much better,Verified Purchase,45 people found this helpful,47,19,Public,1526698.0
mshumph,amzn1.account.AHK5TJV337BNQCBFKWSDMVXHICUQ,"Reviewed in the United States on July 22, 2018",0,,https://www.amazon.com/Tylenol-Strength-Release-Acetaminophen-Reliever/product-reviews/B01HI7WP0U/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1,5.0 out of 5 stars,"I hurt my tummy during Yoga on Friday.  Extreme pain all Saturday. I took prescription Tylenol3, tylenol pm last night and used heat pads. Nothing helped. These gels arrived this afternoon (thank you for the fast delivery). I took 2, and the pain was relieved in about 15 minutes.I will update if I experience any side effects.But at this moment, I am a happy camper.",Worked for me,Verified Purchase,64 people found this helpful,"1,451",246,Public,11496.0
EC,amzn1.account.AEKEEAVL5Y5UPZ5XZKAXOUN3PHVQ,"Reviewed in the United States on November 24, 2018",0,,https://www.amazon.com/Tylenol-Strength-Release-Acetaminophen-Reliever/product-reviews/B01HI7WP0U/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1,1.0 out of 5 stars,"BROKE ONE IN TWO, PILL FORM, NOT GEL AS STATED","BROKE ONE IN TWO, NOT GEL",Verified Purchase,48 people found this helpful,204,43,Public,527121.0
Ryan Eli,amzn1.account.AEVPS2Y5YHZG7TBSYN2UXPL4ZJTQ,"Reviewed in the United States on December 23, 2019",0,,https://www.amazon.com/Tylenol-Strength-Release-Acetaminophen-Reliever/product-reviews/B01HI7WP0U/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1,5.0 out of 5 stars,"It's cheap and it's tylonal. You're welcomeIf you need it today, go to the drug storeIf it's an emergency, call 911",Tylonal,Verified Purchase,27 people found this helpful,176,132,Public,220471.0
Bon,amzn1.account.AFJWN5ZFFMFB2MIJK26DTZ2ARC2Q,"Reviewed in the United States on October 28, 2017",0,,https://www.amazon.com/Tylenol-Strength-Release-Acetaminophen-Reliever/product-reviews/B01HI7WP0U/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1,5.0 out of 5 stars,It has been years since I have taken Tylenol - but discovered I cannot take the pain medication I have been using for several years.Had the beginnings of a headache today--took ONE gel tablet and didn't even realize until about 20 minutes later--headache GONE!,Returning Tylenol Customer,Verified Purchase,49 people found this helpful,"4,441",988,Public,1525.0
Vincent B Browne,amzn1.account.AHHNGWVHMPWZPRUMYQ3H3HHUEOVQ,"Reviewed in the United States on August 22, 2018",0,,https://www.amazon.com/Tylenol-Strength-Release-Acetaminophen-Reliever/product-reviews/B01HI7WP0U/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1,4.0 out of 5 stars,"Worked like regular Tylenol, but some people can be sensitive to the dye that is in the casing- better to buy the regular Tylenol.",Good- be careful though,Verified Purchase,34 people found this helpful,47,22,Public,2769955.0
M Cox,amzn1.account.AGZC734FUDTRUS54AWY5NO7XHCIQ,"Reviewed in the United States on November 15, 2020",0,,https://www.amazon.com/Tylenol-Strength-Release-Acetaminophen-Reliever/product-reviews/B01HI7WP0U/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1,1.0 out of 5 stars,"Update:I suckered and bought this same product at Sam's Wholesale. The big sign with the price on it stated it was laser drilled and gel capsules.  I opened it when I got home and it was just the same old regular hard capsules and definitely NOT gel capsules.  And you won't find the words Laser Drilled anywhere on the bottle.  I want the ones that are advertised on television.  Laser drilled ones and a gel inside.  I think Amazon and Sam's are intentionally misleading people into buying a standard product that is advertised as being gel and laser drilled.  I haven't gone to Costco yet, but I suspect it's the same thing.  I will buy it and open it before I leave the store and break one in half to see what's inside.  But I'm not going to ever buy anything from the makers of Tylenol until I see the words laser drilled on the bottle itself.Until I see the words laser drilled on the bottle itself, I'm never going to purchase this product again. I have very severe neck pain and this doesn't do much for pain relief.  I have five of my 8 vertebrae fused together with a metal plate with ten screws. It hurts constantly even with oxycodone.The capsules I ordered are garden variety Tylenol and were NOT gel capsules.  There was no mention of being laser drilled on the box either.  Another person wrote this as well.  I am afraid to order them again for fear they are all hard as chalk and easily break in half with your fingers. I don't think you can snap a gel tab to snap in half. Don't believe it?  Just break it in half with your fingers.  Hard as chalk inside.  No gel whatsoever.I would be interested to know if anybody has tried to snap a capsule in half and see what they find inside.  I have absolutely none of these are gel caps and certainly not laser drilled.  Tylenol is supposed to start working in about 20 minutes.  Oxycodone takes 40 to 45 minutes to even begin to work.",NOT GEL capsules. Hard and easy to snap in half.,Verified Purchase,10 people found this helpful,"10,224","1,243",Public,2666.0
RedCowgirl65,amzn1.account.AEL5UV2J7MPL24EZZOJTYPKUSL5A,"Reviewed in the United States on May 18, 2021",1,,https://www.amazon.com/Tylenol-Strength-Release-Acetaminophen-Reliever/product-reviews/B01HI7WP0U/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1,1.0 out of 5 stars,I have Arthritis and Muscle Pain. Tylenol did not work at all. Made my Stomach Upset. Feel very sick. Some of the pills are broken. Tried to return but Amazon said I could not. Stated nothing on the item when I ordered it that it was non refundable. If I bought it at my local Pharmacy or Grocery Store they would have returned it. Unacceptable for the money I spend through Amazon and yearly fees.,Tylenol doesn’t work,Verified Purchase,3 people found this helpful,21,31,Public,2960430.0
Great Dane Mom,amzn1.account.AHYU4DWA7XL5XIXEJ4XUN2CKDESQ,"Reviewed in the United States on April 21, 2018",0,,https://www.amazon.com/Tylenol-Strength-Release-Acetaminophen-Reliever/product-reviews/B01HI7WP0U/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1,5.0 out of 5 stars,I only use Gel tabs and these were a great value!,Gel Tabs are the best!,Verified Purchase,22 people found this helpful,445,359,Public,65256.0
