author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,helpful_votes,total_review,visibility_status,ranking
M. Ziniti,amzn1.account.AFTSAVX2OYD2QJVLQDDMDUC3LHKQ,"Reviewed in the United States on October 18, 2019",0,,https://www.amazon.com/Ring-Fit-Adventure-Nintendo-Switch/product-reviews/B07XV4NHHN/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1,5.0 out of 5 stars,Great way to get Fit! I have already lost 27 pounds in one day.,Wow! Very Effective!,Verified Purchase,"2,364 people found this helpful","2,439",20,Public,671846
Lauren Landau,amzn1.account.AGCHKUTXBKXBX327YBTBD7MRMPKQ,"Reviewed in the United States on October 19, 2019",0,,https://www.amazon.com/Ring-Fit-Adventure-Nintendo-Switch/product-reviews/B07XV4NHHN/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1,5.0 out of 5 stars,"I'm honoured to be the first to review this product on Amazon (assuming no one beats me to it while I'm typing this). This marks two unusualities (yes I'm aware that's not a word) for me in two days. The latter being writing a review on Amazon (or writing reviews in general), which I hardly if ever do. The first was yesterday when I exercised for the first time in approximately 2-3 years playing Ring Fit Adventure. That's not to say I've been completely sedentary for the last 2 years (for example, I spent two months in Europe this summer, did a fair amount of walking) but truly *working out* yeah, it's been a hot minute.Some quick background info, I'm a 29-year-old female law student. I spend approx 93% of my time studying. The other 7% is split between eating and sleeping, so there isn't a whole lot of time for me to suit up and head to a gym. Sure, there's a gym in my apartment's basement, as well as on my school's campus (also in the basement) but what would I do? hit the treadmill for 35mins? Sure, I could do that and probably to my benefit. Would be good cardio. But I don't do that either. Why? I just don't wanna. /shrug.I played Ring Fit Adventure for about an hour yesterday (probably closer to 40 mins of total gameplay) and let me just say - I'm SORE today. My arms and shoulders FEEL like they had a good workout. And the crazy bit is... I can't wait to do it again!! Literally about to pop on my leggings right now and go for round two (though I'll probably try to focus a bit more on my core and legs) but what's nice is I *CAN* do that! The variety in this game is nuts. I never played Wii Fit (or owned a Wii) but I heard it was just ""ok"" and didn't *really* give you a workout. Mostly yoga poses and maybe some core work. Here, you have TONS of options to choose from, and what's great is each exercise tells you exactly what part of your body it's targeting, and gives you proper form and posture. It's up to you to do the moves correctly, but honestly, if you're trying your best to match Tipp (your posture guide - how cute!) you're probably gonna be fine.Before you even start playing, the game guides you through a really clear set-up and calibration process. The calibration is key because it, along with inputting your weight and fitness level, will help the game adjust to your needs. But don't worry about messing up because you can recalibrate whenever you want. It's honestly pretty cool. The game starts you off with only a handful of moves, expanding as you level up (and each move has a ""recharge"" time so you can't just keep spamming the ones that you like/are good at). But you can access ANY of the moves by going into ""quick play"" or ""custom"" if you just want a quick workout and don't want to go into the game. Every set you start (whether it's a level or world in the game or your own selection) will tell you how long (approximately) it should take, and the calories you should expect to burn. Every time you complete a workout you can hold your thumb over the IR sensor in the right joycon and it will take a measure of your heart rate, letting you know if you're in the right zone for fitness. I checked this reading against my Apple Watch, and it seemed fairly accurate.You don't actually even need to turn on the game to get in a bit of a workout. If your Switch is in sleep mode and you click in the joystick, the game will register every time you flex the RingCon. So you can be passively pacing around your house, squeezing the RingCon (with /really/ satisfying auditory feedback, might I add) and be racking up points in the game! I'm not sure I've ever called a game or game accessory ""genius"" but holy cow... it's genius.The RingCon is STURDY and well-made, and feels GREAT in the hand. The grips are made of this beautiful sweat soaking material (so you never feel like your palms are gross and sweaty) that you can remove and wash, and the ring itself is made out of a really nice soft, velvety feeling plastic. And honestly, the resistance is perfect. Yes, I'm an out-of-shape law student, but really, do enough reps and you're going to be feeling it too. They started me at level 10 based on the calibration and information I gave them. That doesn't necessarily mean 10 reps for every move though, and I haven't quite figured out the difficulty leveling system yet (is 10 just the maximum they'll give me? still playing around with that) but I've seen video reviews online of pretty fit men playing the game and it set them at say, level 30. This isn't your in-game level, just your personal difficulty level. You'll always start the game at level 1.Now, who is this game for? Well, as I said, I'm an almost-30-year-old-law-student, and I'm loving it. However, someone with more /refined/ or /mature/ tastes may find the game a little cringey/cutesy (I'm referring only to ""Adventure"" mode). I've seen reviews that say the game isn't sure if it's targeting kids or adults, but IMHO, anybody can play this game and feel like it's ""for"" them. Some people may find Ring's voice annoying but I find it motivating, so you'll have to decide that for yourself. What I will say is, if you already own a Switch, and game on it, you'll probably be fine with it. Adventure mode is cute and endearing, and the villain Drageaux is hilarious.Bottom Line:This review has gone on far too long at this point, so congratulations if you've read this far. But if you're like me, and have zero motivation to exercise, but WANT to make a lifestyle change, I feel like this might be it. Will I be able to keep this up on a regular or semi-regular basis? I don't know. I hope so! Will I get bored of it? I really hope not. But for now, all I know is I really enjoyed my time with it yesterday, and am ready to get back into it today. 5/5 Stars.",An Actual Workout,Verified Purchase,"1,603 people found this helpful","1,621",5,Public,481705
Andy R.,amzn1.account.AGKQYVUE5CEBZ4VGKRF7GRLH6HTQ,"Reviewed in the United States on October 21, 2019",1,,https://www.amazon.com/Ring-Fit-Adventure-Nintendo-Switch/product-reviews/B07XV4NHHN/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1,5.0 out of 5 stars,"This game has got me exercising 4 days in a row (the game released 4 days ago). I look forward to day 5 tomorrow. Including days I work. I don’t typically exercise this much.The workouts provided so far have been general aerobics with plenty of core exercises and light resistance training thanks to that fascinating squeezeable ring known as the Ring-con and the leg band making use of the Joy-con’s gyro controls. The work outs get my heart rate up (the joy con tells me it goes up to the 140s). I’ve stretched muscles. I feel good after playing a session. Light but meaningful gains.The game executes what it needs to well with adventure mode enveloping the exercises in more curious trips and battles. It takes it exercises seriously promoting pre-stretch and post-stretch that varies depending on the exercises you did during your session (big props to that concept). Add to it a really colorful world and motivational tips and educational elements, and it’s a great meaningful session each time I boot the game. Really great design.I expect Tipp, Dragaux (sp?), or the Ring Con character to be a Smash Brother character in the future.HIghly recommended.",I’ve exercised 4 days in a row. I don’t typically exercise 4 days in a row.,Verified Purchase,306 people found this helpful,923,53,Public,659476
Zeddicus 2018,amzn1.account.AHKAIJYWOSX7TXWIGUZGHGZA5VQA,"Reviewed in the United States on October 18, 2019",0,,https://www.amazon.com/Ring-Fit-Adventure-Nintendo-Switch/product-reviews/B07XV4NHHN/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1,5.0 out of 5 stars,"I got my Ring this morning, unboxed it, and went to start the software. There's a brief instructional video to help you fit and adjust the leg strap, and then the software menu appears. I wanted to see what quick-play was like, and there are a series of options -- targeted muscle groups, mini-games, and a third option. I chose the targeted tasks first, and that is a really fun way to get your blood flowing. The exercises are challenging, but everything adjusts to your comfort level, and strength level.I then did the treadmill mini game, and that was a lot of fun. My cat simply watched me as I ran in place trying to align myself with the coins coming my way.After an extensive run and a good workout, I loaded the Adventure, did the tutorial, watched the introduction vid, and completed the first course. All I can say is wow, this is really dynamic, exciting, fun, and very good exercise, though it's so easy to adjust to any fitness level, that the workout intensity is truly in the users hands.I'm blown away that so much exercise potential could be housed in such a small box. The ring is really good quality, and very easy to get use to. My hands took to it with ease. I will say the leg strap will take some getting use to, as you really need that balance of tight enough so it won't run down your leg, and yet not so tight it will restrict blood-flow!Overall, this has amazing potential, but the RingFit is like any exercise equipment, you need to use it and stick with it in order for it to do you any good, and for me the software certainly makes me want to keep coming back for more, and I also love you can use it even when your Switch is off, though I haven't had a chance yet to test this, I'm sure it will be a very handy feature.Great product, great software, and I feel this gem is yet another fantastic reason for me to love my Nintendo Switch!!!",Amazing Game & Fitness Tools,Verified Purchase,190 people found this helpful,754,245,Public,173615
Benjamin Robitille,amzn1.account.AF3QQD6OOMOJFTW5AMERIZJ3RYLQ,"Reviewed in the United States on October 26, 2019",0,,https://www.amazon.com/Ring-Fit-Adventure-Nintendo-Switch/product-reviews/B07XV4NHHN/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1,5.0 out of 5 stars,"Mainly writing a review because I'm seeing some very... odd criticisms leveled at this game.First the obvious Amazon issue where people use the product review page to rate the shipping, the seller, or other various issues with receiving the product rather than the product itself. There are areas to review that and leave feedback/ratings. The product page is not it.Now, on to criticism of the product I've seen that is very strange. First of all, complaints about graphics. The graphics are fine. More than fine, it's a very nice looking game. No, it's not bouncing 8k ray-tracing at 144 frames per second with physics computed in the cloud simulating every molecule of dust in the wind, but it's a game about jogging and fighting sentient yoga mats with thighmaster powers, on the Nintendo Switch. The textures are sharp, the colors are vibrant, the animation is on point and the resolution/framerate are high and solid. Unless you simply have something against the art style, I fail to see how one could complain about the graphics here.Now the second common complaint I've seen regard the progression. Namely, things are unlocked at a very slow pace. This depends on your perspective, in my opinion. The game's adventure mode is not meant to be beaten over a weekend, but instead used to help get the player into a more fit routine over the course of several months. The total percentage of things you unlock is done at a very slow pace, yes.. I've been playing for 10 days, and have yet to unlock the skill tree I've seen in places like IGN reviews and the like. However, that's not to say I've found the unlocks to come at a snail's pace.I've been playing the game for little more than the recommended 10 minutes of physical activity per day. (Ring Fit Adventure tallies up active time separately from time spent with the game simply on) In these 10 days, I've made it to the 5th world, have 4 different sets of outfits with 2 more purchasable if I earn enough gold, unlocked 9 or 10 different smoothie recipes, and have something like 20 exercises I can equip for battle. There's also a catalog to track your unlocked things, and according to that I've only unlocked about 6 percent of the smoothie recipes.. Yeah, it'll take a long time to get 100% unlocked, but there are a LOT of things to unlock and my short sessions involve several unlocks per day.Now, the actual important thing... how is Ring Fit Adventure as an exercise game?I loved the idea of an exercise RPG as soon as I saw it announced. I did use Wii Fit U for a few weeks, but the lack of variety made it feel about as exciting as your average treadmill. It did the job, but it was hard to feel enthusiastic about playing.Ring Fit Adventure on the other hand has the RPG aspect, and while I'm not super invested in the story (so.. dragon? Magic fitness ring that talks? Strange lands and exercise equipment trying to kill me? Not chomping at the bit for the next page of the story...) the RPG style progression has me ready to continue my adventure every day. In 10 days, I've reached character level 30 and still love seeing the ""GAINS!"" flash on the screen, increasing my attack/defense stats.As exercise itself, it also can be more intense than you think. Currently, I'm playing on difficulty level 16. There are 30 total difficulty levels, and the main difference is in how many reps you need to do per set during a fitness battle. It also appears to change how fast you have to move during sprinting sections when running through the levels.Now, I'm not massively out of shape, but I'm a 36 year old man who was slowly melting into ""dad bod"" and didn't want that. In the 10 days I've been doing Ring Fit Adventure, I started on difficulty level 9 (answering a few questions about my age, weight and desired difficulty) and have slowly added in more difficulty levels when I feel comfortable. Comfortable is a relative term though, as I've been worked so hard by this game I've ended up sore.. and yes, that's with only 10 or 14 minute sessions each day.After each level, you are given the option to check your heart rate with the right joy-con's infrared camera. I've read many reviews that say it gives wildly varied readings that don't line up with reality and is thus a broken feature, but I've had much better luck with it. Yes, sometimes the reading is off but that's because I put my thumb in the wrong spot (kinda hard to get it perfect when you're exhausted) but still, it won't just spit out a number. It'll tell me the reading is having trouble, and try again. The trick? Do what the picture on the TV says. Line the pad of your thumb up with the IR camera, don't press too hard, and hold. It's easiest for me with my hand in the same position as shown on the TV, with my left hand supporting the ring-con, so I don't shake all over the place.Also, YES DRINK WATER. I don't remember sweating nearly this much from Wii Fit, but I can't go one session in Ring Fit Adventure without dripping sweat... which makes Ring saying ""Your sweat is so shiny and beautiful!"" all the creepier, but I digress.Overall, Ring Fit Adventure does what it sets out to do. The RPG hook is enough to keep me coming back not for the story, but for the grind. If you've tried things like Wii Fit, or other attempts to gameify fitness but simply getting fit wasn't enough of a draw to keep you coming back, Ring Fit Adventure might work for you. Defeat dumbell crabs with squats and planks!Just watch out for Ring... that thing is so into fitness, it is honestly worrisome....----UPDATE----I've continued playing, now on day 25 of the adventure. Still playing just about the 10-14 minutes a day the game gives before asking if I want to stop. In this time, I have upped the difficulty up to level 20, and I've kept it there for the last few days as certain exercises still are very difficult in but one rep set.I've also been keeping track of my weight over this time, and while I haven't seen much of a shift there, I have been noticing I'm toning up pretty well. If I actually bothered to count calories, I could really shed some fat in a hurry with this game helping me out.The game keeps track of all the exercise you've done, and I have burnt over 1000 calories with my morning Ring Fit Adventure. Of course the more difficulty you add, the more reps you have to do, the more calories you burn. However, the game also seems to still keep the 10 minute rule before it asks if you want to stop. I usually do, but sometimes I feel like I just started exercising and keep playing until I'm spent. If I do that too many days in a row, I up the difficulty.I can say for certain my abs are really toning up. I still have a bit of a belly, but you can actually see my abs under the little layer of flab. Whey protein has been a big help in making me not feel so sore, and allowing my muscles to heal and strengthen after a session in Ring Fit Adventure.Finally, as I've continued playing I've found SO MUCH MORE STUFF in the game. Doing sidequests has overleveled me on normal content, so I'm about 5 levels above the enemies I'm facing right now. That mainly means I don't have to use smoothies as often in battle, and can instead sell them for gold if I need it.There are tons of outfits to unlock, and they have different set bonuses. At level 40, the skill tree was finally unlocked and I started earning skill points per level. At level 65, the skill tree expanded, and I learned the fit skills have RANKS, and I just barely saw that 2 star ranks exist.Every time I unlock something new in this game, I get the feeling that I'm still barely scratching the surface.Oh, and also I found the tiny text on the box about how to clean the ring-con's hand grips, if they get stinky from so much sweat, they are removable (held on by velcro) and you're supposed to hand wash them in warm water with mild detergent, and let them air dry away from direct sunlight. Only says that on the box in a very tiny spot that's easy to miss, so I figured I'd add it here.",Turn those burnt calories into experience points!,Verified Purchase,140 people found this helpful,223,6,Public,3412321
Leo,amzn1.account.AHNWLN5KVN5QUPREPOED5DWESUAA,"Reviewed in the United States on October 18, 2019",0,,https://www.amazon.com/Ring-Fit-Adventure-Nintendo-Switch/product-reviews/B07XV4NHHN/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1,5.0 out of 5 stars,"Okay I pre-ordered his like a month ago because I was so excited to finally see a complete fitness game with accessories from nintendo for the switch, and the fact that it was an adventure game sent me over the edge lol  Right off the bat I'll say even though the accessories are lightweight they're honestly great quality and feel very sturdy- the leg strap is even really accommodating I'd say because my thighs are probably the strongest part of my body, so fairly big by default, and I was worried about the strap being too tight or digging in but it's very comfortable.  Getting into the game it has you calibrate the controllers once they're in the accessories and I was MEGA blown away by how smooth and accurate it is, not a movement goes unnoticed which is amazing.  Another talking point is that even though I'm only two levels in (since I've only had it a couple hours) it's cute, it's funny, I love that it's just the right amount of silly- there are quite a few exercise puns already so if you like that kind of silly humor (I certainly do) then you'll love it.  Another thing, and I can't recall if it was mentioned in the promos, is that there are actually a lot of outfits to unlock for your character I was so suprised- since I'm only at the start I've not unlocked any yet but the prospect of customization as you go is pretty cool.  Lastly the fight system is reminiscent of ye olde final fantasy games, you bump and whoosh into a battle- except instead of choosing fight commands you're choosing moves to use against them which feels really interactive. Honestly so far it just plays like a rpg adventure but with your body as a controller. If you're on the fence about it and can afford it I'd say give it a go- It's definitely worth the money to me so far lol",AWESOME better than expected so far!,Verified Purchase,95 people found this helpful,182,38,Public,864166
Jamy,amzn1.account.AFIYZXS6YFVYA6VERX5JJMXGPBYQ,"Reviewed in the United States on October 19, 2019",1,,https://www.amazon.com/Ring-Fit-Adventure-Nintendo-Switch/product-reviews/B07XV4NHHN/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1,5.0 out of 5 stars,"It arrive one day earlier. I mean today. I was very excited for it. Open it within a minute and insert it in my switch dock. Didn’t realize how 30 min have pass and my body was sweating. It was so addicting. It has level based on your body. Pretty easy instruction as it shows how to do it exactly. It has adventure mode as well as non adventure mode meaning only exercise shows on the screen. You can set the alarm. What I like more is that before and after you are done playing, the game make you to do stretch up. This game also teach you how to exercise properly. It also has an option to create your own set of exercise. It has YOGA too. After the exercise it shows your calories and distance status on the screen. It was pretty awesome first experience. I plan to play it everyday.",Awesome. Definitely recommended to those who want to learn home exercise,Verified Purchase,91 people found this helpful,117,50,Public,1351509
Steph L.,amzn1.account.AEDLFWM6Q7SDR4NUJ6ND2CX4FDJA,"Reviewed in the United States on October 18, 2019",0,,https://www.amazon.com/Ring-Fit-Adventure-Nintendo-Switch/product-reviews/B07XV4NHHN/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1,5.0 out of 5 stars,"I love this game.  I was very frustrated when I was too tired after playing for 30 minutes and working so hard I was in the high end of my cardiovascular zone the whole time that I needed to stop for a while.  The exercise is actually good.  The resistance band is enough you can do some good workouts.  The exercises use your bodyweight as resistance.  The Super Mario style running through levels to get coins is engaging and enjoyable with the varied actions, and gradually you release more exercises as you play - which is great, because my deltoids burned by the end of it, and I needed a break.The game having The old Wii Fit guy show you how to do poses and actions is incredibly helpful though does briefly pull away from the immersion.The reminders to play again are great.  This takes gamefied fitness to a whole new level, and I love it.Room for growth:The RPG elements on it could use a bit more depth than a weird gym universe, because let's be real, it's a dragon in a leotard that will end the world.  That said, I do hope they bring more traditional turn-based RPGs to this medium like a Final Fantasy or a remix of Zelda or really anything that has a bit more depth but similar mechanics.Some people have complained about using the joycon to measure heart rate.  If you hold it lightly as it instructs you to do, I haven't had any issues with any severely inaccurate heart rates compared to my Garmin or measuring by counting.  Usually it's within a couple BPM.",Great Gameification of Exercise for a Fun and Intense Workout,Verified Purchase,73 people found this helpful,128,30,Public,1124796
Blue,amzn1.account.AFBPRKFV4277H653G45KQXOWW7PQ,"Reviewed in the United States on February 17, 2020",0,,https://www.amazon.com/Ring-Fit-Adventure-Nintendo-Switch/product-reviews/B07XV4NHHN/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1,1.0 out of 5 stars,"I am very sad with this. I’m a big girl 190lbs and I got this to get into the habit of working out and enjoying it. The game is really really fun and actually challenging work out wise, the one time I used it it was a very through work out and the next day I was very sore. I’m giving it 1 star because the leg strap just wouldn’t hold on to my thigh. I am thicc and my legs are ample, so I tried tightening it to the point where it was very secure and then it would just roll off after one exercise. I tried it over work out pants, nothing. Over my skin and nothing. Over jeans, pants, everything and it just wouldn’t stay. So I’m very sad. I do understand the game is fairly new, so perhaps further along they’ll sell a bigger leg strap or a different sort of attachment, but for now it’s just not fat friendly.",Leg strap won’t hold on fat leg,Verified Purchase,67 people found this helpful,774,398,Public,22416
picky,amzn1.account.AFGTUH35SQS6UXR6L365XUOAEPQA,"Reviewed in the United States on November 13, 2019",0,,https://www.amazon.com/Ring-Fit-Adventure-Nintendo-Switch/product-reviews/B07XV4NHHN/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1,2.0 out of 5 stars,"It's ok, but is totally geared toward small children. There's too much time spent on story-line movie and dialogue. Unfortunately the story isn't very good and the dialogue is worse.I went through four levels with it set to moderate and never got the sustained heart-rate that I need for  cardio according to my chest-strap heart rate monitor (separate device) my heart rate never got above 115 and was often below 90 with ring set to moderate, whereas I can easily keep it at 135 or so on a treadmill or bike.  I think that was partly because of all the resting required to get through the dialogue and video clips. I suspect at higher levels it would be more demanding, but it just requires too much total time to achieve the desired time in the correct HR zones. I'm a male in my mid-50s in decent but not oustanding shape.The deal killer for me though is that it's too focused on squats. My knees don't do well with a squat-based workout. I used it for about 35 minutes and instead of a good sweat, I got knee pain four hours later. I'll stick with the bike and treadmill for my winter exercise.In my opinion this might be good for someone who never exercises and needs to make a game out of it be motivated, assuming squats are not an issue. I bet it's great for little kids too.But I would not recommend it for someone who is already into fitness and exercises regularly or needs to work out efficiently.","Probably great for little kids, but not for me",Verified Purchase,40 people found this helpful,558,193,Public,27008
