author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,helpful_votes,total_review,visibility_status,ranking
Desperado,amzn1.account.AFIZBMJZVJXCGL6JB54AWZWL6ZQQ,"Reviewed in the United States on October 30, 2019",0,,https://www.amazon.com/Eallco-Womens-Running-Athletic-Cushioned/product-reviews/B07V2GMN61/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1,3.0 out of 5 stars,Ok so I opened these up and fell in love. I had originally wanted to order more saucony socks that look almost just like these .  But the Sauconys did not all have the vibrant colors on the little cuff.  Half were just black.These have really nice fabric-  they are really soft and nice and thick.  They seem very well made and I was totally thrilled with the quality and feel.I wear a size 8.5-9 shoe and these fit me perfectly.  However due to the shape I think they would be too big for someone with like a size 6.5 shoe or smaller.  I didn’t really have to stretch them to get them on.The big bummer came after I put them on and walked around. They were so comfy and soft and thick.... and this freakin tight little band is cutting into the front on my ankles with every step.  It feels like they inserted a thin 1/4” elastic band around the top edge of the ankle.It’s uncomfortable and annoying and too tight.  With every step I can feel it cutting across the individual tendons the house through my ankle and it’s intolerable.  For the record I am a tad over 5’2” and 135.So . Sadly I must return them. They came so close to being my everything,Perfect- except for one deal breaker,Color: Black 6 (Women Shoe Size: 7-10)Verified Purchase,125 people found this helpful,"1,551",298,Public,36011.0
Linjab,amzn1.account.AGHK4AD3UVFZQSGSLBQFVL2V4TYQ,"Reviewed in the United States on November 22, 2020",1,,https://www.amazon.com/Eallco-Womens-Running-Athletic-Cushioned/product-reviews/B07V2GMN61/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1,1.0 out of 5 stars,"My daughter and I love,love,love these socks. We ordered them in gray and black. See photo. My dog even loves them. Haha. Seriously,  I want more. I love the comfort. My daughter loves the look. We both like everything about them. The price is great ! They stay in place and not slip into your shoe. Thick and warm yet light enough for work outs. Some of the best quality I have seen.Update, We really love these socks. But don’t fall for the card placed inside that says they will give you money if you post a positive review. I really liked the socks but very much disapprove of offers that are fake promises.",Best comfort and style!,Color: Grey 6 (Women Shoe Size: 7-10)Verified Purchase,79 people found this helpful,108,20,Public,774064.0
Amanda Whiteaker,amzn1.account.AHN2SZ6W6SXF656KNDO7HWMTLZAQ,"Reviewed in the United States on January 6, 2020",0,,https://www.amazon.com/Eallco-Womens-Running-Athletic-Cushioned/product-reviews/B07V2GMN61/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1,5.0 out of 5 stars,"My husband purchased these as a stocking stuffer for me this year and I love them! I wear a size 10.5-11 in women's shoes and these fit great. Had I been looking at these myself, I probably wouldn't have gone with them because the description lists shoe sizes 6-10 with a sock size of 9-11, so I'm glad I wasn't the one shopping for these. I tend to get back-of-the-ankle blisters when my socks aren't adequate and so far these have done a great job preventing blisters. I highly recommend them!",Great Socks,Color: Black 6 (Women Shoe Size: 7-10)Verified Purchase,122 people found this helpful,133,20,Public,1045195.0
Andrea,amzn1.account.AFYTFBDTR4U4N2PZEAYY647IPT2A,"Reviewed in the United States on March 26, 2020",0,,https://www.amazon.com/Eallco-Womens-Running-Athletic-Cushioned/product-reviews/B07V2GMN61/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1,5.0 out of 5 stars,"I just received my order a few days ago, washed and dried them (on low) and am wearing a pair again today, day 2. So far, they are very comfy with the extra compression support around the arch. I have very high arches, so this feels really good. The colors are very bright, which I should've prepared for, and the picture is very accurate. Neon assortment is really what it should say in the description. That's okay though, they're just socks and most of it will be covered by my shoe. I wish that was my biggest worry, what other people think about my socks!.... lol.  I own Bombas, and these are similar in compression and fit, but do sit a little higher on the ankle. The top of the sock rests at the top of my ankle bone, as expected. For the price, they are a solid group of socks and I would recommend them. 4 stars for now until I've washed them a few times to see how the stitching holds up. Will update rating once they've been broken in a bit.It's been enough time to give my follow up review now. Have washed them over a couple dozen times, and they've held up great! Same vibrant colors, very little pilling, and elastic is still great! I give these socks 5 stars surprisingly, since they are a brand I had never heard of prior to this purchase. Enjoy!",More comfy than I was expecting!,Color: Grey 6 (Women Shoe Size: 7-10)Verified Purchase,92 people found this helpful,816,40,Public,16592.0
Keris,amzn1.account.AHKU45DC77UL6KFXJGTCXBM4L56A,"Reviewed in the United States on October 24, 2019",3,,https://www.amazon.com/Eallco-Womens-Running-Athletic-Cushioned/product-reviews/B07V2GMN61/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1,5.0 out of 5 stars,"Great fit. Extra thick on the bottom for wear. Soft and very comfortable.  I like that there are different colors in the pack so you are not stuck with the same color every day.  I was worried about buying these online and not at the store, but these are like the ones from the stores but better. The fit is the same, great quality and these have the different colors and I never had to leave my house to get them.",Great quality,Color: White 6 (Women Shoe Size: 7-10)Verified Purchase,98 people found this helpful,"15,279","1,943",Public,29.0
LC,amzn1.account.AETZRKDMJ7UNJ3H7ZZGL642VECTA,"Reviewed in the United States on October 29, 2019",0,,https://www.amazon.com/Eallco-Womens-Running-Athletic-Cushioned/product-reviews/B07V2GMN61/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1,5.0 out of 5 stars,"I've worn these several times now. They are very comfortable.  I can tell there is extra padding underneath.  These are not ""now show"" socks as you can see them over your shoes, but not overly noticeable.  I've worn these to walk, run, and workout in and they stay in place with no rubbing of your heel area on your shoes.",Comfortable,Color: Black 6 (Women Shoe Size: 7-10)Verified Purchase,63 people found this helpful,72,39,Public,1592234.0
Amazon Customer,amzn1.account.AH2JJGAIRC6V6D4KKNHZRX5LNYIA,"Reviewed in the United States on February 17, 2020",0,,https://www.amazon.com/Eallco-Womens-Running-Athletic-Cushioned/product-reviews/B07V2GMN61/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1,4.0 out of 5 stars,Got them today and wire a pair around the house.  The are comfortable and feel like they eont slide down in your shoe.  One draw back is that they made my ankle swell.  Above my ankle.  It doesn't feel tight at all.  Just snug.  If you retain water I would think twice.  I don't retain water and I had a line of demarcation when I took them off.  The rest will be when I wear them to work where I sit at a computer all day....  I like them....but....They feel well made otherwise.  Doesn't hurt me to try them out.  Beautiful colors for sure.  I'll wash a pair tomorrow night to see if they loosen up some.  They're also not to thick.  I hate thick socks.,Comfortable but a little snug at the ankle..pretty colors,Color: White 6 (Women Shoe Size: 7-10)Verified Purchase,47 people found this helpful,119,98,Public,374768.0
Emily Peters,amzn1.account.AHABK5HCMDILIPHQNRZO62OR6KIA,"Reviewed in the United States on June 6, 2020",0,,https://www.amazon.com/Eallco-Womens-Running-Athletic-Cushioned/product-reviews/B07V2GMN61/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1,1.0 out of 5 stars,"I had to wear these socks absolutely perfectly on my foot, or they’d hurt the front of my foot where it meets the ankle. I couldn’t get my running shoes off fast enough because it felt like they were cutting off circulation. D: These are the first socks that happened with and I’m perplexed about it. But once I made sure everything was “centered,” it wasn’t an issue, so I guess an annoyance, maybe?Also after two washes now, the socks have a lot of strings exposed on the inside.The only real positive is that these socks have a lip on the back to help with pulling up.",Pass,Color: Black 6 (Women Shoe Size: 7-10)Verified Purchase,21 people found this helpful,134,104,Public,291394.0
Natalie,amzn1.account.AEPR3AKXWKVBT3QPEUM76BYEMZRQ,"Reviewed in the United States on September 26, 2019",0,,https://www.amazon.com/Eallco-Womens-Running-Athletic-Cushioned/product-reviews/B07V2GMN61/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1,5.0 out of 5 stars,If it is perfect I love these socks they are really soft and comfortable but they also have a nice little padding around the back end of your heel they’re really cute too I like the different colors and they fit right where I want them to right at the top of my ankle so they’re perfect I’m wearing shorts with sneakers,Fit is perfect,Color: White 6 (Women Shoe Size: 7-10)Verified Purchase,40 people found this helpful,"8,705","3,680",Public,151.0
BSM,amzn1.account.AEEX73JN3VHOK3ID3ZKZV5IT7ZNQ,"Reviewed in the United States on November 29, 2020",1,,https://www.amazon.com/Eallco-Womens-Running-Athletic-Cushioned/product-reviews/B07V2GMN61/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1,1.0 out of 5 stars,My initial impression was that they were thick and roomy in the toe. I wear a size 10 and sometimes find socks can be short in length. After less than 10 minutes wearing the socks around the house with no shoes I noticed I could see my toe in the left sock.  See photo.I suspect the high ratings are because they pay for them. Also in my photo is the card that was included with the socks offering to pay for reviews.,Poor quality. Pays for 5 star reviews.,Color: Black 6 (Women Shoe Size: 7-10)Verified Purchase,7 people found this helpful,403,162,Public,45174.0
