author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,helpful_votes,total_review,visibility_status,ranking
Amazon Customer,amzn1.account.AG5CZXGJ27YZPFBVLZJFB44NC5UQ,"Reviewed in the United States on October 26, 2017",0,,https://www.amazon.com/Mario-Kart-8-Deluxe-Nintendo-Switch/product-reviews/B01N1037CV/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1,5.0 out of 5 stars,"Do you have healthy relationships with your friends, family, and/or roommates? Do you want to ruin those relationships? Then this is the game for you! The number one most effective game for destroying civility is back and better than ever! Revel in triumph as you blast past those skilled gamers with your contemptuous bullet bill or blue shell items. Scream in unrequited rage as your perfect race is ruined by an errant green shell. Destroy lifelong relationships and burn bridges in under two minutes with the most entertaining and chaotic racing series devised by evil geniuses!",Destroying relationships has never been so much fun,Platform: Nintendo SwitchEdition: StandardVerified Purchase,832 people found this helpful,852,15,Public,486955
Nancie,amzn1.account.AFKQKU3NIT5FX4B5EDDB2PL2T7FA,"Reviewed in the United States on January 2, 2021",0,,https://www.amazon.com/Mario-Kart-8-Deluxe-Nintendo-Switch/product-reviews/B01N1037CV/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,1.0 out of 5 stars,"Purchased the game as a gift.  My grandson opened the package and the case was empty - no game.  The amazon page referred me to Nintendo for issues.  I spent 1 hr with various staff and supervisors to no avail.  I was pretty much accused of trying to get a free game at least 3 times by 3 different people.  The last supervisor said he would e-mail me specific directions......never happened!  Found the amazon phone number, called not expecting much.  Well low and behold, within 3 minutes the whole issue was resolved and I got a refund.  Amazon was great to deal with...another reason to shop amazon.","DEALING WITH NINTENDO WAS HORRIBLE, AMAZON PERFECT!",Platform: Nintendo SwitchEdition: StandardVerified Purchase,3 people found this helpful,14,36,Public,2707998
Chao Chao,amzn1.account.AEIWXTSDO2IBBOLL3R6XKQ5TVH7A,"Reviewed in the United States on June 21, 2017",0,,https://www.amazon.com/Mario-Kart-8-Deluxe-Nintendo-Switch/product-reviews/B01N1037CV/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,5.0 out of 5 stars,"Great game in the Mario Kart series. This is a deluxe version of Mario Kart 8 that was released for the Wii U. This game has all the great things that make Mario Kart fun. The tracks are great and varied with some popular tracks from older Mario Kart games. Controlling the game works great too. You can use the Joy-Cons, split the Joy-Cons for 2 player, and use the pro controller. They all work great and controlling the kart is responsive and tight. They also include a Smart controller mode which basically helps steer and accelerate, great for younger kids. They will feel they are actually racing and not have to worry about falling off the track. There a lot of content in this game: tracks, racers, different kart mods, and the online play is fun too. This is a must have for the Nintendo Switch!",Great Party game!,Platform: Nintendo SwitchEdition: StandardVerified Purchase,19 people found this helpful,"1,701",125,Public,15435
Tachinator,amzn1.account.AGQ3ULCTFELIVKXVYCTKKCORYKBQ,"Reviewed in the United States on December 16, 2019",0,,https://www.amazon.com/Mario-Kart-8-Deluxe-Nintendo-Switch/product-reviews/B01N1037CV/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=4,3.0 out of 5 stars,"Bought it during the phone version release of this game, figured it might come with more maps to play besides the ones that this game already provides, was rather disappointed that there isn't much you can play. Liked that they have other options to play besides racing, like popping the balloons, and such. Maybe the online experience is much more different than the one you play locally.  It certainly was what garnered the attention of my younger cousins that wouldn't stop playing it despite its repetitiveness. Still recommend it for the sake of playing with multiple players when you have friends or family members over.",Wish there were more options...,Platform: Nintendo SwitchEdition: StandardVerified Purchase,,168,94,Public,342205
Julien Remeika,amzn1.account.AFRAJ4AE7TKRTG5JPWKPGCB42QYA,"Reviewed in the United States on October 25, 2020",0,,https://www.amazon.com/Mario-Kart-8-Deluxe-Nintendo-Switch/product-reviews/B01N1037CV/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=5,5.0 out of 5 stars,"I love Mario Kart and decided to buy the physical game off of Amazon with some other things I was purchasing. I was a little nervous as I wasn't sure it it'd be a fake Nintendo product or not, but it's totally fine, Nintendo Seal and all.If you like racing games, Mario Kart is an excellent option for you! This version has some interesting features for newer/younger players, and is very similar to the WiiU Mario Kart 8 (with some added features!)",Great Game!,Platform: Nintendo SwitchEdition: StandardVerified Purchase,One person found this helpful,8,24,Public,2671749
Vincent,amzn1.account.AGMWACNMAG74AXBF7IJ22IOZSZPA,"Reviewed in the United States on April 28, 2017",3,,https://www.amazon.com/Mario-Kart-8-Deluxe-Nintendo-Switch/product-reviews/B01N1037CV/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1,5.0 out of 5 stars,"This is the definitive edition version of Mario Kart 8, and a must buy for those who never owned the Wii U version. For those who already own the Wii U version, the changes may or not be worth it depending on what you're looking for. Without further ado here are the list of changes compared to the Wii U version:1. 1080p with higher frame rate* when docked (TV mode) instead of 720p (on Wii U). Tabletop  mode it's still 720p. Frame rate TV mode is 60fps, off TV mode is 59fps. Yes, one frame makes a difference when comparing side-by-side and/or when you have been playing dozens of hours of the original2. 5 new characters: King Boo, Bowser Jr, Dry Bones, & Inklings (Boy and Girl)3. Characters can now carry up to two items at once, even if they don't drag the first item4. Double Item Box. Get two items when you run through a double item box or two singles. Note that you cannot swap items back and forth5. ""Smart Steering"" A mode that prevents you from running off course or into a puddle of water. Good for toddlers or young children getting into the game (especially on the rainbow road courses). If the Smart Steering mode is on, the player's vehicle will have an antenna sticking out its rear end. The antenna blinks when Smart Steering is active.6. ""Auto-accelerate"" for beginners. Can be used in conjunction with Smart Steering, essentially you don't have to hold down the accelerate button. Again, good for young children who just want to drive through the track without any stop-gaps. Works well when using the wheel peripheral7. All DLC (from Wii U) included. Everything is unlocked from beginning except kart parts and Gold Mario. Kart Parts are unlocked by playing through the game and collecting coins. Gold Mario unlocked by winning all of the 200cc grand prix cup8. Time Trials in the 200cc engine class have been added. Also added  are new ghosts of Nintendo employees to race against9. Ultra Mini-Turbo, denoted by pink/purple sparks that appear after the orange sparks which makes you boost significantly faster. Cannot be used with smart steering on10. Online Play.-Option to change character and vehicle combinations during an online lobby without having to leave/exit out; this is done by pressing the ""Y"" button during the course selection screen of an online lobby.- You can see what lap everyone is in, in spectator mode if you finish early-When you win a match you get to wear a crown in the main online menu screen for everyone in the lobby to see. Hat also present when you're in the lead during a match- More icon packs for tournament mode11. Faster loading times. Just a few seconds, but it adds up overtime. If you purchase Mario Kart Deluxe digital over the physical you get 1-2 secs off each track loading screen12. New amiibo compatibility. You now get racing suits when scanning in specific amiibo13. Boo and feather (battle mode only) item return to the game14. You get the same 48 courses racing courses. But you get 5 additional new battle stages in battle mode + 3 retro stages15. The Villager in now split between male and female selectable characters with different stats bringing the roster to the total of 42 characters (excluding character variants. Example: different color yoshis/shy guys, create your own mii, etc)16. Graphical change: Motion Blur, High Quality Shadows, Confetti now drop to the ground showing animation at start of match17. Battle mode: Biggest change in terms of gameplay. There are 4 battle mode game types:-Balloon Battle. Traditional Arena Style (no more battling in a circle) Mario Kart Battle mode where you use items to pop your opponent's balloons or steal them via feather item in order to score points.-Renegade Round Up. Cops and Robbers style setup. One team with the potted piranha plants try to capture all the other team before time runs out. Once captured your teammate can also free you from your jail cell-Bob-omb Blast. Same as balloon battle, but you only carry bombs-Coin Runner. Collect as many coins in the stage as you can before time runs out-Shine Thief. A keepway style game where you have to hold the Shrine Sprite the longest before time runs out. The driver holding the shrine sprite will have their speed lower the longer they hold it==Additional notes: - There's 4 player split screen in docked (TV mode) and handheld/table top mode. Note that the screen for table top mode is really small and may be a problem for those who are far-sighted. When playing 2 player it's 60fps, 3 or more on the same screen it'll drops down 30fps-There's no Download Play, so you have to play split screen or have another copy of the game if you don't want to share the same screen or play more than 4 players-Stamps do not make a return since the Switch doesn't have miiverse-No more gamepad/duel screen when playing TV mode, so this time around you cannot see what items everyone is holding by glancing down-No voice chat (as of this review) unfortunately. Was present in the Wii U version with mic hardware (which no one bought). There's supposed to be a smart phone app that takes advantage of voice chat, but no word yet from Nintendo-Statistics of the vehicle parts and drivers have also been changed to make game more balanced-Other balance changes:Fire Hopping have been removed: An exploit in the Wii U version where you can repeatedly hop from left to right to get extra speed from turboboost.Blue shell dodge exploit still present. It's when you fall off the cliff the last second the blue shell is about to hit you, it'll save a lot of time recovering from the hit. Note this cannot be done when smart steering mode is on If a Blooper is about to ink the player as they cross the finish line, the player will still get inked. Red Shell Nerfed: If you're holding an item behind you while in the air, you can block a red shellEasier to break while drifting (advanced tactic)-Luigi still has his signature death stareIf there's anything I missed please put it in the comments.Overall, i personally think the best additions are the enhanced battle mode and the portability aspect as I can now play during my break period and commute to work. I already sunk in over 300+ hours on the Wii U version and the upgrade is totally worth it for me as I got more than my money's worth in the original game on Wii U and plan to sync 300+ on the Switch version especially with the ease of use due to it's portability, and 100+ more hours of play in battle mode play with housemates. Well that is my personal perspective, so if you are in a similar situation it's a very good buy. If not, I hope the list of changes helped you in your purchasing decision",List of Changes (Compared to the Wii U version),Platform: Nintendo SwitchEdition: StandardVerified Purchase,"1,477 people found this helpful","37,910","2,543",Public,75
K. Jones,amzn1.account.AFOXJN43LGORKJWMOCQEPJBFH3GA,"Reviewed in the United States on November 23, 2017",0,,https://www.amazon.com/Mario-Kart-8-Deluxe-Nintendo-Switch/product-reviews/B01N1037CV/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1,5.0 out of 5 stars,"Really great gaming experience.  Smooth as butter, great music, fun sound effects, very immersive.  We've come a long way from Kart 64.  I haven't really played much video games since the N64 (skipped both the Wii and WiiU, so I kinda feel like an old man jumping back into the World of Nintendo).  It's made me feel like a kid again, and with how much stress I've been under these last few years with my health... that's a pretty big deal to me.  Thank you, Nintendo.  You guys are still making quality gaming experiences, and now I get to share it with my niece and nephews, which makes it 100x better.  Take care. -Ken Jones, OKC, OK",Makes Me Feel Like a Kid at Christmas!!!,Platform: Nintendo SwitchEdition: StandardVerified Purchase,185 people found this helpful,231,46,Public,431880
J R.,amzn1.account.AH36EVGMHKXJOG5U6WRBAQ3K76GA,"Reviewed in the United States on July 3, 2021",0,,https://www.amazon.com/Mario-Kart-8-Deluxe-Nintendo-Switch/product-reviews/B01N1037CV/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=6,4.0 out of 5 stars,"The game workes just fine, so in that regard it gets a good rating, however being a long time mario kart player, SNES,GB,GC,WII,WII-U, and now Switch, I have to say mario kart 7 was absolutely the best in the series. One thing about Switch version 8 I like is that it gives options that help younger kids play it. For instance I have a six year old who is not good with the controls yet- always falling off the sides- but the game has a setting that will keep her on the road.",Works good. You'll have fun.,Platform: Nintendo SwitchEdition: StandardVerified Purchase,,12,29,Public,1624561
azog,amzn1.account.AHNM5TRS66Y25IPXQK432ERWCEPA,"Reviewed in the United States on May 1, 2017",0,,https://www.amazon.com/Mario-Kart-8-Deluxe-Nintendo-Switch/product-reviews/B01N1037CV/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,5.0 out of 5 stars,"I have MK8 on my Wii U so this is a re-purchase but I don't mind. I never unlocked much on the Wii U and didn't buy any DLC, and for various reasons, I didn't even enjoy playing MK8 on the Wii U. So even tho I purchased the same game twice, I have no regrets. I've only played single player mode, which is pretty boring (I always get 1st place). Online play is where it's at, even tho I am consistently in 12th place and losing points, it's still fun. I understand that Nintendo plans to make their online gaming a subscription based model before the end of 2017, so we'll see if I'm singing the same tune then.Tried it with various controllers: a bare naked Joy-Con, a Joy-Con in one of those steering wheels, the Joy-Con comfort grip, and the Pro controller. As expected, the Pro controller is the most comfortable and best way to play. If/when I play local multiplayer, I guess i'll have to use one of the Joy-Cons.",Second time purchase but no complaints,Platform: Nintendo SwitchEdition: StandardVerified Purchase,13 people found this helpful,"6,086",376,Public,182264
Aria,amzn1.account.AFJZWEW56YX3IENQPEOIRVVF4FLQ,"Reviewed in the United States on December 24, 2019",0,,https://www.amazon.com/Mario-Kart-8-Deluxe-Nintendo-Switch/product-reviews/B01N1037CV/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,3.0 out of 5 stars,"If you're looking for the fun and challenging courses you enjoyed in Double Dash, you won't find it here. The courses are diverse and visually stunning, which make them fun the first few times you try them. But there is NO challenge whatsoever. There are four different rainbow roads and I couldn't fall off of them when I TRIED to. The camera and course automatically moves you around obstacles so you could probably just hold down the A button and you'd still beat half the NPCs.On the other hand, if you want a game that your five year old and fifteen year old can play together, this is ideal. It levels the playing field across age ranges because you can't use strategy with your item throwing to screw over other players.Overall, if you are an older player or enjoyed the challenge in Gamecube-era games, you will be bored with this game after two or so playthroughs of each level.",Made EXCLUSIVELY for children,Platform: Nintendo SwitchEdition: StandardVerified Purchase,3 people found this helpful,4,6,Public,9670246
