author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,helpful_votes,total_review,visibility_status,ranking
M. Nelson,amzn1.account.AHJ6IAAQIWS6V4IGM6URVRQTJ3KA,"Reviewed in the United States on October 21, 2019",0,,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B09L8LM9BN/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1,5.0 out of 5 stars,"I discarded my other shoes, I just felt that I should JUST DO IT. This pair is very comfortable when I stand for the National Anthem.",This manufacturer does not endorse that one football player.,Size: 12.5Color: Black (003)/BlackVerified Purchase,794 people found this helpful,"1,012",108,Public,192287
Dellah T.,amzn1.account.AFL2WEYUMYM7CISIAOAHAGHF5MFA,"Reviewed in the United States on July 25, 2019",0,,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B09L8LM9BN/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1,5.0 out of 5 stars,"Shoes fit great, look good and feel like they will last. Will use them primarily for running so I need to replace them every six months or so. Didn't really need them quite yet but the price was so good during Amazon's Prime Day Sale I couldn't pass them up.",Fit Great and They're Not Made By Nike,Size: 10Color: Academy Blue (401)/WhiteVerified Purchase,514 people found this helpful,796,42,Public,108965
Shelby Abel,amzn1.account.AHQBCQJCEBSTNARVWF4NSONS6G5Q,"Reviewed in the United States on July 7, 2019",0,,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B09L8LM9BN/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1,5.0 out of 5 stars,"I’m sooooooo impressed with these shoes. Under Armour has always been my favorite brand but without being able to try them on at the store, I was skeptical of the fit. These are by far THE MOST comfortable shoes. I work in a prison on concrete floors and these give my great support. I’ll be ordering more for sure!",Comfortable,Size: 8.5Color: Black (003)/BlackVerified Purchase,281 people found this helpful,387,49,Public,91881
Iris,amzn1.account.AF4VY3VGDKDER6VNEIRDPOUK3FVQ,"Reviewed in the United States on August 14, 2019",3,,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B09L8LM9BN/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1,5.0 out of 5 stars,My son wears a size 15 and was in need of black sneakers. I was so happy with the delivery and how great these sneakers fit him.Thank you,Trusted brand,Verified Purchase,169 people found this helpful,227,30,Public,327489
RSK,amzn1.account.AEYPSL2X6JLQ5GJON4XTG6HDWJQA,"Reviewed in the United States on July 7, 2019",1,,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B09L8LM9BN/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1,4.0 out of 5 stars,"UPDATE: I’m keeping these. On learning further, I realized they are great running shoes. Started using these at my community gym. Great investment overall (~$50).Right off the bat, this is a great quality shoe.I just tried these on for quite some time and walked around my apartment.These have really good cushioning, seem pretty sturdy, the colors are nice and contrast one other well.I did feel this shoe is a little on the wide side (I too have small feet, I wear 7.5-8.5 US but still). Didn't find it to be a big deal but it's noticeable.The sole has patterned groves that I'm sure would provide a solid grip too. Should be great for running and other active usages.Yet to wear them for an extended length of time. Will update should anything change.","Cushioned shoe, great for outdoor activities, slightly wide",Size: 8Color: Academy Blue (401)/WhiteVerified Purchase,144 people found this helpful,152,15,Public,1260225
Santiago J.,amzn1.account.AERUDJ72WC56GXVBKALU67AYOEOQ,"Reviewed in the United States on August 20, 2019",7,,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B09L8LM9BN/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1,5.0 out of 5 stars,"He comprado para mi y mi hijo Steven diversos diseño de calzado de esta marca , como ya lo he dicho en otras ocasiones existe una tendencia a no tener una paridad en el size, pero en este caso en particular recomiendo que compres tu size que usulmente usas ya que para mi caso  es fiel a su talla, y finalmente agregó que estos si son realmente como se muestran en la imagen así que no se llevarán una sorpresa desagradable espero que esto les sirva",EXCELENTE COMPRA,Verified Purchase,122 people found this helpful,147,60,Public,238642
Paul “The Answer” Paz,amzn1.account.AHETWEWOP5HY3BOPD2MIODVOXPTQ,"Reviewed in the United States on August 18, 2019",0,,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B09L8LM9BN/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1,5.0 out of 5 stars,Under Armour is quickly becoming one of my favorite shoes. Great style and they offer wide sizes which can be hard to find. This is my second pair and I'm already looking for my third pair. I'm in the 300+ category and anyone that is a member in good standing in that club knows that weight can destroy a shoe if you aren't rotating them. They last so much longer and wear so much better if you can do it. I recommend these for anyone looking for an economical good looking shoe that looks good and wears comfortably,Quickly becoming one of my favorites,Size: 11.5 X-WideColor: Black/WhiteVerified Purchase,123 people found this helpful,149,30,Public,743996
Cthulhu_Cult,amzn1.account.AF3LQWUW4BX72DKWJJGVQXWUNJQA,"Reviewed in the United States on August 9, 2019",0,,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B09L8LM9BN/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1,4.0 out of 5 stars,"My only other experience with the UA line of shoes were a pair of Charged Bandit 3s that I have now relegated to gym use.  Almost all my family's other UA products meet or exceed expectation, but I was slightly let down by those first pair of shoes.  They were not very comfortable and despite having HeatGear socks, they seemed to always keep my feet very hot.During Prime Day, the Charged Assert model came up at a very good price.  I decided to roll the dice since they were so inexpensive, I could also relegate them to gym use if I wasn't pleased.  Thankfully, this purchase is a different experience.  They are more comfortable when wearing them all day and they do not make my feet feel too hot.The jury is out long-term, but so far I am very pleased with these shoes for the price paid and also how they outperform the slightly higher priced (at the time of purchase) Bandit model.","For me, a better shoe than the slighbtly more expensive Charged Bandit 3",Verified Purchase,71 people found this helpful,300,35,Public,1138610
DenverGuy71,amzn1.account.AGJ4H3VNOCAQPTF4LLE3FOX7EH2Q,"Reviewed in the United States on August 18, 2019",0,,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B09L8LM9BN/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1,4.0 out of 5 stars,"I want a crisp pair of white, stylish, comfortable, and durable shoes.  This is almost the perfect pair.These fit as expected, are comfortable for daily wear or for the gym.  My issue with most styles of most brands is the white soles on most shoes.  White soles get filthy dirty and in my opinion distract from the rest of the shoe.  These shoes have mostly gray soles which will disguise most of the grime from use, but there is a portion that is left as white.  If the gray were darker or black and covered the entire sole, I'd give these a 5 star rating.",ALMOST perfect,Size: 12Color: White (102)/WhiteVerified Purchase,65 people found this helpful,170,51,Public,651214
Ron,amzn1.account.AEAGYMU6CN2I6SJVTZQO4DFKPHIQ,"Reviewed in the United States on December 13, 2019",0,,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B09L8LM9BN/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1,1.0 out of 5 stars,"The shoes look nice, but that's it.They can not be used for walking or running.The inner sole is flat, unfortunately, it was not written in any other review, I never saw any shoe like this ever, except for people with flat feet.not recomended.",The inner sole is flat !  definetly not a running show,Size: 9.5Color: Black (003)/BlackVerified Purchase,50 people found this helpful,66,47,Public,689768
